full_name,H,diameter,albedo,epoch,e,a,q,i,ad,moid,condition_code,rms
   268 Adorea (A887 LA),8.62,144.585,0.041,2461000.5,0.1371943640245635,3.090791213765208,2.666752078859981,2.440908738428263,3.514830348670434,1.66769,0.0,0.29111
   269 Justitia (A887 SA),9.7,50.728,0.061,2461000.5,0.2165960466499368,2.613111733648243,2.047122062685471,5.477935038206483,3.179101404611015,1.03577,0.0,0.24565
   270 Anahita (A887 TA),8.88,51.4,0.211,2461000.5,0.1507768007588206,2.198336238432065,1.866878133409098,2.367358320574858,2.529794343455031,0.857343,0.0,0.35415
   271 Penthesilea (A887 TB),9.86,65.901,0.045,2461000.5,0.1036647269925024,3.003597126068126,2.692230049998809,3.531895339664333,3.314964202137443,1.69874,0.0,0.3782
   272 Antonia (A888 CA),10.86,26.87,0.128,2461000.5,0.0298087025344164,2.776873268871929,2.694098279624353,4.432156508672613,2.859648258119505,1.71451,0.0,0.23525
   273 Atropos (A888 EA),10.52,29.768,0.212,2461000.5,0.161462859901718,2.394698215498787,2.008043393022812,20.44363267233292,2.781353037974762,1.05543,0.0,0.27556
   274 Philagoria (A888 GA),9.99,27.307,0.237,2461000.5,0.1151623027187926,3.047942618624995,2.696934528109394,3.688799060938924,3.398950709140596,1.69038,0.0,0.35524
   275 Sapientia (A888 GB),9.04,103.0,0.049,2461000.5,0.1621300911539843,2.773772340347328,2.324060377966415,4.765853424629992,3.22348430272824,1.33111,0.0,0.25736
   276 Adelheid (A888 HA),8.57,114.723,0.051,2461000.5,0.0613237107938049,3.117127598828012,2.925973767450095,21.66237983181761,3.308281430205928,2.03413,0.0,0.33704
   277 Elvira (A888 JA),9.86,30.422,0.196,2461000.5,0.0915618720941111,2.884878270569087,2.620733415352159,1.166345989688805,3.149023125786014,1.61812,0.0,0.35626
   278 Paulina (A888 KA),9.38,32.773,0.247,2461000.5,0.134930345963336,2.754181058258254,2.382558455221801,7.834475290554325,3.125803661294707,1.38244,0.0,0.31763
   279 Thule (A888 UA),8.58,126.59,0.0412,2461000.5,0.044027983429658,4.268363040090669,4.080435622889793,2.334774613501659,4.456290457291546,3.09714,0.0,0.30274
   280 Philia (A888 UB),10.98,45.69,0.0444,2461000.5,0.1118631942159676,2.943004733567417,2.613790823477853,7.436982154162389,3.272218643656981,1.64344,0.0,0.37528
   281 Lucretia (A888 UC),12.05,11.036,0.226,2461000.5,0.1322924415399769,2.187383769872447,1.898009430371102,5.300851273294987,2.476758109373792,0.907621,0.0,0.19739
   282 Clorinde (A889 BA),11.11,39.03,0.0502,2461000.5,0.0810488699704647,2.338948978142134,2.149379806545141,9.036385278627698,2.528518149739127,1.1822,0.0,0.26312
