rowid,pl_name,hostname,pl_letter,discoverymethod,disc_year,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,ra,dec,sy_dist,sy_plx
747,GJ 514 b,GJ 514,b,Radial Velocity,2022,140.43,0.422,3728.0,0.5,0.51,202.5040424,10.3725387,7.61778,131.243
748,GJ 536 b,GJ 536,b,Radial Velocity,2016,8.7076,0.06661,3685.0,0.5,0.52,210.2597264,-2.6522901,10.4092,96.0398
749,GJ 536 b,GJ 536,b,Radial Velocity,2016,8.70874,0.0668,3641.0,0.529,0.528,210.2597264,-2.6522901,10.4092,96.0398
750,GJ 536 b,GJ 536,b,Radial Velocity,2016,8.708,0.067,3674.0,0.507819,0.50573,210.2597264,-2.6522901,10.4092,96.0398
751,GJ 536 c,GJ 536,c,Radial Velocity,2025,32.761,0.1617,3641.0,0.529,0.528,210.2597264,-2.6522901,10.4092,96.0398
752,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.36841,0.0406163,4651.4349999999995,0.29,0.31,229.8564725,-7.7226935,6.2981,158.749
753,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.3686,0.04061,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
754,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.36879,0.04099,3490.39,0.315254,0.318714,229.8564725,-7.7226935,6.2981,158.749
755,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.366,0.041,4651.4349999999995,0.29,0.31,229.8564725,-7.7226935,6.2981,158.749
756,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.36874,0.04,4651.4349999999995,0.77,0.7315,229.8564725,-7.7226935,6.2981,158.749
757,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.3686,0.0399,3500.0,0.302,0.295,229.8564725,-7.7226935,6.2981,158.749
758,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.368,0.041,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
759,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.9191,0.072993,4651.4349999999995,0.29,0.31,229.8564725,-7.7226935,6.2981,158.749
760,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.914,0.0721,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
761,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.9211,0.0718,3500.0,0.302,0.295,229.8564725,-7.7226935,6.2981,158.749
762,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.9144,0.07359,3490.39,0.315254,0.318714,229.8564725,-7.7226935,6.2981,158.749
763,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.9292,0.07,4651.4349999999995,0.77,0.7315,229.8564725,-7.7226935,6.2981,158.749
764,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.919,0.074,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
765,GJ 581 e,GJ 581,e,Radial Velocity,2009,3.153,0.029,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
766,GJ 581 e,GJ 581,e,Radial Velocity,2009,3.14867,0.0284533,4651.4349999999995,0.29,0.31,229.8564725,-7.7226935,6.2981,158.749
767,GJ 581 e,GJ 581,e,Radial Velocity,2009,3.1481,0.02799,3500.0,0.302,0.295,229.8564725,-7.7226935,6.2981,158.749
768,GJ 581 e,GJ 581,e,Radial Velocity,2009,3.149,0.02815,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
769,GJ 581 e,GJ 581,e,Radial Velocity,2009,3.14942,0.03,4651.4349999999995,0.77,0.7315,229.8564725,-7.7226935,6.2981,158.749
770,GJ 625 b,GJ 625,b,Radial Velocity,2017,14.628,0.078361,3499.0,0.31,0.3,246.3557854,54.3033625,6.47249,154.471
771,GJ 649 b,GJ 649,b,Radial Velocity,2009,604.8,1.1325,3807.22,0.501728,0.529834,254.5363221,25.7419719,10.3796,96.3141
772,GJ 649 b,GJ 649,b,Radial Velocity,2009,600.1,1.112,3734.0,0.5,0.51,254.5363221,25.7419719,10.3796,96.3141
773,GJ 649 b,GJ 649,b,Radial Velocity,2009,598.3,1.135,3700.0,0.77,0.54,254.5363221,25.7419719,10.3796,96.3141
774,GJ 667 C b,GJ 667 C,b,Radial Velocity,2012,7.1999,0.050431,3650.0,0.77,0.7315,259.7510609,-34.9977651,7.24396,138.017
775,GJ 667 C b,GJ 667 C,b,Radial Velocity,2012,7.2004,0.0505,3350.0,0.77,0.33,259.7510609,-34.9977651,7.24396,138.017
776,GJ 667 C b,GJ 667 C,b,Radial Velocity,2012,7.2,0.05,3650.0,0.77,0.7315,259.7510609,-34.9977651,7.24396,138.017
777,GJ 667 C b,GJ 667 C,b,Radial Velocity,2012,7.203,0.11339,4651.4349999999995,0.77,0.7315,259.7510609,-34.9977651,7.24396,138.017
778,GJ 667 C b,GJ 667 C,b,Radial Velocity,2012,7.20066,0.049,4651.4349999999995,0.77,0.7315,259.7510609,-34.9977651,7.24396,138.017
779,GJ 667 C c,GJ 667 C,c,Radial Velocity,2013,28.143,0.125,3650.0,0.77,0.7315,259.7510609,-34.9977651,7.24396,138.017
780,GJ 667 C c,GJ 667 C,c,Radial Velocity,2013,28.155,0.123,4651.4349999999995,0.77,0.7315,259.7510609,-34.9977651,7.24396,138.017
781,GJ 667 C c,GJ 667 C,c,Radial Velocity,2013,28.1,0.12501,3650.0,0.77,0.7315,259.7510609,-34.9977651,7.24396,138.017
782,GJ 667 C c,GJ 667 C,c,Radial Velocity,2013,28.14,0.125,3350.0,0.77,0.33,259.7510609,-34.9977651,7.24396,138.017
783,GJ 667 C e,GJ 667 C,e,Radial Velocity,2013,62.24,0.213,3350.0,0.77,0.33,259.7510609,-34.9977651,7.24396,138.017
784,GJ 667 C f,GJ 667 C,f,Radial Velocity,2013,39.026,0.156,3350.0,0.77,0.33,259.7510609,-34.9977651,7.24396,138.017
785,GJ 667 C g,GJ 667 C,g,Radial Velocity,2013,256.2,0.549,3350.0,0.77,0.33,259.7510609,-34.9977651,7.24396,138.017
786,GJ 674 b,GJ 674,b,Radial Velocity,2007,4.6938,0.039,3600.0,0.77,0.35,262.1700476,-46.8989826,4.54896,219.801
787,GJ 676 A b,GJ 676 A,b,Radial Velocity,2010,1051.1,1.812,4651.4349999999995,0.77,0.7315,262.5448903,-51.6377777,16.0272,62.365
788,GJ 676 A b,GJ 676 A,b,Radial Velocity,2010,1050.3,1.8,4651.4349999999995,0.77,0.71,262.5448903,-51.6377777,16.0272,62.365
789,GJ 676 A b,GJ 676 A,b,Radial Velocity,2010,1056.80005,1.82,3734.0,0.69,0.73,262.5448903,-51.6377777,16.0272,62.365
790,GJ 676 A b,GJ 676 A,b,Radial Velocity,2010,1051.44521,1.735,4651.4349999999995,0.77,0.626,262.5448903,-51.6377777,16.0272,62.365
791,GJ 676 A b,GJ 676 A,b,Radial Velocity,2010,1056.8,1.82,4651.4349999999995,0.77,0.7315,262.5448903,-51.6377777,16.0272,62.365
792,GJ 676 A c,GJ 676 A,c,Radial Velocity,2016,13921.42302,9.726,4651.4349999999995,0.77,0.626,262.5448903,-51.6377777,16.0272,62.365
793,GJ 676 A c,GJ 676 A,c,Radial Velocity,2016,7337.0,6.6,4651.4349999999995,0.77,0.7315,262.5448903,-51.6377777,16.0272,62.365
794,GJ 676 A d,GJ 676 A,d,Radial Velocity,2012,3.60076,0.039,4651.4349999999995,0.77,0.626,262.5448903,-51.6377777,16.0272,62.365
795,GJ 676 A d,GJ 676 A,d,Radial Velocity,2012,3.6005,0.11339,4651.4349999999995,0.77,0.7315,262.5448903,-51.6377777,16.0272,62.365
796,GJ 676 A d,GJ 676 A,d,Radial Velocity,2012,3.6,0.0413,4651.4349999999995,0.77,0.71,262.5448903,-51.6377777,16.0272,62.365
797,GJ 676 A e,GJ 676 A,e,Radial Velocity,2012,35.39,0.11339,4651.4349999999995,0.77,0.7315,262.5448903,-51.6377777,16.0272,62.365
798,GJ 676 A e,GJ 676 A,e,Radial Velocity,2012,35.37,0.187,4651.4349999999995,0.77,0.71,262.5448903,-51.6377777,16.0272,62.365
799,GJ 676 A e,GJ 676 A,e,Radial Velocity,2012,35.47358,0.181,4651.4349999999995,0.77,0.626,262.5448903,-51.6377777,16.0272,62.365
800,GJ 680 b,GJ 680,b,Radial Velocity,2022,17281.66514,10.138,4651.4349999999995,0.77,0.456,263.8072214,-48.6788427,9.67315,103.35
801,GJ 682 b,GJ 682,b,Radial Velocity,2014,17.478,0.08,3028.0,0.77,0.27,264.2610245,-44.3232519,5.00671,199.703
802,GJ 682 c,GJ 682,c,Radial Velocity,2014,57.32,0.176,3028.0,0.77,0.27,264.2610245,-44.3232519,5.00671,199.703
803,GJ 685 b,GJ 685,b,Radial Velocity,2019,24.16,0.1344,3816.0,0.54,0.55,263.8960378,61.6793482,14.3155,69.8254
804,GJ 687 b,GJ 687,b,Radial Velocity,2014,38.14,0.16353,3413.0,0.4183,0.413,264.1041731,68.3336741,4.54939,219.781
805,GJ 687 b,GJ 687,b,Radial Velocity,2014,38.142,0.163,4651.4349999999995,0.77,0.4,264.1041731,68.3336741,4.54939,219.781
806,GJ 687 b,GJ 687,b,Radial Velocity,2014,38.14,0.17,3340.0,0.43,0.45,264.1041731,68.3336741,4.54939,219.781
807,GJ 687 b,GJ 687,b,Radial Velocity,2014,38.152,0.1658,3561.3,0.397371,0.417834,264.1041731,68.3336741,4.54939,219.781
808,GJ 687 c,GJ 687,c,Radial Velocity,2020,727.562,1.165,4651.4349999999995,0.77,0.4,264.1041731,68.3336741,4.54939,219.781
809,GJ 720 A b,GJ 720 A,b,Radial Velocity,2021,19.466,0.119,3837.0,0.56,0.57,278.8294172,45.7456038,15.5575,64.2488
810,GJ 724 b,GJ 724,b,Radial Velocity,2023,5.101284,0.04685,3799.0,0.52226,0.5271,280.238365,-13.3824997,16.9658,58.9132
811,GJ 740 b,GJ 740,b,Radial Velocity,2021,2.37756,0.029,3913.0,0.56,0.58,284.4997178,5.902867,11.1017,90.0477
812,GJ 806 b,GJ 806,b,Transit,2023,0.9263237,0.11339,3573.0,0.43,0.7315,311.2697002,44.5002351,12.0445,82.9968
813,GJ 806 b,GJ 806,b,Transit,2023,0.9263237,0.01406,3600.0,0.4144,0.413,311.2697002,44.5002351,12.0445,82.9968
814,GJ 806 c,GJ 806,c,Radial Velocity,2023,6.64064,0.0523,3600.0,0.4144,0.413,311.2697002,44.5002351,12.0445,82.9968
815,GJ 832 b,GJ 832,b,Radial Velocity,2008,3853.0,3.7,4651.4349999999995,0.77,0.45,323.3912616,-49.0125169,4.96435,201.407
816,GJ 832 b,GJ 832,b,Radial Velocity,2008,3416.0,3.4,3657.0,0.48,0.45,323.3912616,-49.0125169,4.96435,201.407
817,GJ 832 b,GJ 832,b,Radial Velocity,2008,3507.0,3.46,4651.4349999999995,0.441557,0.437474,323.3912616,-49.0125169,4.96435,201.407
818,GJ 832 b,GJ 832,b,Radial Velocity,2008,3610.0,3.53,3472.0,0.77,0.45,323.3912616,-49.0125169,4.96435,201.407
819,GJ 832 b,GJ 832,b,Radial Velocity,2008,3657.0,3.56,3472.0,0.77,0.45,323.3912616,-49.0125169,4.96435,201.407
820,GJ 849 b,GJ 849,b,Radial Velocity,2006,1940.0,2.409,3562.68,0.468458,0.495859,332.4229938,-4.6408317,8.80058,113.6
821,GJ 849 b,GJ 849,b,Radial Velocity,2006,1882.0,2.35,3241.0,0.53,0.65,332.4229938,-4.6408317,8.80058,113.6
822,GJ 849 b,GJ 849,b,Radial Velocity,2006,1924.0,2.39,3407.0,0.463912,0.461286,332.4229938,-4.6408317,8.80058,113.6
823,GJ 849 b,GJ 849,b,Radial Velocity,2006,1845.0,2.32,4651.4349999999995,0.77,0.49,332.4229938,-4.6408317,8.80058,113.6
824,GJ 849 b,GJ 849,b,Radial Velocity,2006,1890.0,2.35,4651.4349999999995,0.77,0.49,332.4229938,-4.6408317,8.80058,113.6
825,GJ 849 b,GJ 849,b,Radial Velocity,2006,1915.0,0.11339,4651.4349999999995,0.77,0.49,332.4229938,-4.6408317,8.80058,113.6
826,GJ 849 b,GJ 849,b,Radial Velocity,2006,1925.31,2.32,3467.0,0.45,0.45,332.4229938,-4.6408317,8.80058,113.6
827,GJ 849 c,GJ 849,c,Radial Velocity,2014,7068.0,0.11339,4651.4349999999995,0.77,0.49,332.4229938,-4.6408317,8.80058,113.6
828,GJ 849 c,GJ 849,c,Radial Velocity,2014,5990.0,4.95,3467.0,0.45,0.45,332.4229938,-4.6408317,8.80058,113.6
829,GJ 849 c,GJ 849,c,Radial Velocity,2014,5750.0,4.974,3562.68,0.468458,0.495859,332.4229938,-4.6408317,8.80058,113.6
830,GJ 86 b,GJ 86,b,Radial Velocity,1999,15.764,0.114,4651.4349999999995,0.77,0.8,32.6224785,-50.8209945,10.7836,92.7042
831,GJ 86 b,GJ 86,b,Radial Velocity,1999,15.76491,0.11,5182.0,0.77,0.93,32.6224785,-50.8209945,10.7836,92.7042
832,GJ 86 b,GJ 86,b,Radial Velocity,1999,15.76491,0.113,5151.0,0.77,0.77,32.6224785,-50.8209945,10.7836,92.7042
833,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.082,0.214,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
834,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.1166,0.208317,4651.4349999999995,0.3,0.32,343.3239737,-14.2665958,4.67517,213.867
835,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.02,0.208,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
836,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.087,0.218585,4651.4349999999995,0.77,0.37,343.3239737,-14.2665958,4.67517,213.867
837,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.4,0.11339,4651.4349999999995,0.77,0.7315,343.3239737,-14.2665958,4.67517,213.867
838,GJ 876 b,GJ 876,b,Radial Velocity,1998,60.85,0.21,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
839,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.03474,0.2177,3293.74,0.367,0.369607,343.3239737,-14.2665958,4.67517,213.867
840,GJ 876 b,GJ 876,b,Radial Velocity,1998,60.83,0.20774,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
841,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.065,0.211,4651.4349999999995,0.77,0.334,343.3239737,-14.2665958,4.67517,213.867
842,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.0784,0.135989,4651.4349999999995,0.77,0.37,343.3239737,-14.2665958,4.67517,213.867
843,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.126,0.134,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
844,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.12,0.13,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
845,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.0881,0.12959,4651.4349999999995,0.3,0.32,343.3239737,-14.2665958,4.67517,213.867
846,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.22902,0.1363,3293.74,0.367,0.369607,343.3239737,-14.2665958,4.67517,213.867
847,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.455,0.13065,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
848,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.259,0.132,4651.4349999999995,0.77,0.334,343.3239737,-14.2665958,4.67517,213.867
849,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.93778,0.02080665,4651.4349999999995,0.3,0.32,343.3239737,-14.2665958,4.67517,213.867
850,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.938,0.021,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
851,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.937848,0.02183911,4651.4349999999995,0.77,0.37,343.3239737,-14.2665958,4.67517,213.867
852,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.93774,0.0208067,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
853,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.93785,0.021,4651.4349999999995,0.77,0.334,343.3239737,-14.2665958,4.67517,213.867
854,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.93778,0.11339,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
855,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.937916,0.02183,3293.74,0.367,0.369607,343.3239737,-14.2665958,4.67517,213.867
856,GJ 876 e,GJ 876,e,Radial Velocity,2010,124.4,0.345,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
857,GJ 876 e,GJ 876,e,Radial Velocity,2010,124.5,0.3514,4651.4349999999995,0.77,0.37,343.3239737,-14.2665958,4.67517,213.867
858,GJ 876 e,GJ 876,e,Radial Velocity,2010,124.26,0.3343,4651.4349999999995,0.3,0.32,343.3239737,-14.2665958,4.67517,213.867
859,GJ 887 b,GJ 887,b,Radial Velocity,2020,9.262,0.068,3688.0,0.4712,0.489,346.4668274,-35.8530693,3.29,303.9
860,GJ 887 c,GJ 887,c,Radial Velocity,2020,21.789,0.12,3688.0,0.4712,0.489,346.4668274,-35.8530693,3.29,303.9
861,GJ 896 A b,GJ 896 A,b,Astrometry,2022,284.39,0.63965,4651.4349999999995,0.77,0.43599,352.9700384,19.9370011,6.26022,159.71
862,GJ 900 b,GJ 900 A,b,Imaging,2024,8.46321,12000.0,4651.4349999999995,0.77,1.08,353.7526177,1.6055211,20.8065,48.0331
863,GJ 9066 c,GJ 9066,c,Radial Velocity,2020,771.36,0.88,3154.0,0.164,0.15,30.0588307,13.0443172,4.471,223.635
864,GJ 9066 c,GJ 9066,c,Radial Velocity,2020,767.887,0.87,4651.4349999999995,0.77,0.15,30.0588307,13.0443172,4.471,223.635
865,GJ 9404 b,GJ 9404,b,Radial Velocity,2023,13.4586,0.0943,4651.4349999999995,0.77,0.62,184.8472095,28.3827126,23.8839,41.8403
866,GJ 96 b,GJ 96,b,Radial Velocity,2018,73.94,0.291,3785.0,0.77,0.6,35.5624031,47.8802075,11.9315,83.7829
867,GJ 9689 b,GJ 9689,b,Radial Velocity,2020,18.27,0.1139,3836.0,0.57,0.59,303.467731,13.3888921,30.6203,32.6292
868,GJ 9714 b,GJ 9714,b,Radial Velocity,2022,19240.75467,12.319,4651.4349999999995,0.77,0.67,315.4141767,-32.5250028,20.5121,48.7229
869,GJ 9773 b,GJ 9773,b,Radial Velocity,2025,2965.0,2.921,3528.0,0.362,0.358,333.1502333,8.5503355,15.9211,62.781
870,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089802,0.01888,4269.0,0.613,0.614,351.7717763,-1.2853435,29.661,33.6855
871,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089819,0.0188,4340.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
872,GJ 9827 b,GJ 9827,b,Transit,2017,1.208966,0.0206,4219.0,0.622,0.637,351.7717763,-1.2853435,29.661,33.6855
873,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089819,0.0188,4305.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
874,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089749,0.11339,4255.0,0.651,0.659,351.7717763,-1.2853435,29.661,33.6855
875,GJ 9827 b,GJ 9827,b,Transit,2017,1.208974,0.0189,4236.0,0.58,0.62,351.7717763,-1.2853435,29.661,33.6855
876,GJ 9827 b,GJ 9827,b,Transit,2017,1.208957,0.02,4255.0,0.651,0.659,351.7717763,-1.2853435,29.661,33.6855
877,GJ 9827 b,GJ 9827,b,Transit,2017,1.209,0.11339,4255.0,0.5994,0.606,351.7717763,-1.2853435,29.661,33.6855
878,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089755,0.11339,4199.0,0.63,0.7315,351.7717763,-1.2853435,29.661,33.6855
879,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089765,0.11339,4294.0,0.579,0.593,351.7717763,-1.2853435,29.661,33.6855
880,GJ 9827 c,GJ 9827,c,Transit,2017,3.648083,0.03942,4269.0,0.613,0.614,351.7717763,-1.2853435,29.661,33.6855
881,GJ 9827 c,GJ 9827,c,Transit,2017,3.648096,0.03925,4305.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
882,GJ 9827 c,GJ 9827,c,Transit,2017,3.64823,0.0429,4219.0,0.622,0.637,351.7717763,-1.2853435,29.661,33.6855
883,GJ 9827 c,GJ 9827,c,Transit,2017,3.648095,0.11339,4294.0,0.579,0.593,351.7717763,-1.2853435,29.661,33.6855
884,GJ 9827 c,GJ 9827,c,Transit,2017,3.6480957,0.03925,4340.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
885,GJ 9827 c,GJ 9827,c,Transit,2017,3.64802,0.042,4255.0,0.651,0.659,351.7717763,-1.2853435,29.661,33.6855
886,GJ 9827 c,GJ 9827,c,Transit,2017,3.648103,0.0395,4236.0,0.58,0.62,351.7717763,-1.2853435,29.661,33.6855
887,GJ 9827 c,GJ 9827,c,Transit,2017,3.6481145,0.11339,4255.0,0.651,0.659,351.7717763,-1.2853435,29.661,33.6855
888,GJ 9827 d,GJ 9827,d,Transit,2017,6.20183,0.053,4236.0,0.58,0.62,351.7717763,-1.2853435,29.661,33.6855
889,GJ 9827 d,GJ 9827,d,Transit,2017,6.20142,0.0611,4219.0,0.622,0.637,351.7717763,-1.2853435,29.661,33.6855
890,GJ 9827 d,GJ 9827,d,Transit,2017,6.20147,0.0559,4305.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
891,GJ 9827 d,GJ 9827,d,Transit,2017,6.201812,0.0563,4236.0,0.58,0.62,351.7717763,-1.2853435,29.661,33.6855
892,GJ 9827 d,GJ 9827,d,Transit,2017,6.20141,0.06,4255.0,0.651,0.659,351.7717763,-1.2853435,29.661,33.6855
893,GJ 9827 d,GJ 9827,d,Transit,2017,6.20183,0.11339,4294.0,0.579,0.593,351.7717763,-1.2853435,29.661,33.6855
894,GJ 9827 d,GJ 9827,d,Transit,2017,6.201467,0.05615,4269.0,0.613,0.614,351.7717763,-1.2853435,29.661,33.6855
895,GJ 9827 d,GJ 9827,d,Transit,2017,6.2014698,0.05591,4340.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
896,GPX-1 b,GPX-1,b,Transit,2021,1.744579,0.0338,7000.0,1.56,1.68,38.3691648,56.025708,655.013,1.49895
897,GPX-1 b,GPX-1,b,Transit,2021,8.46321,0.11339,4651.4349999999995,0.77,0.7315,38.3691648,56.025708,655.013,1.49895
898,GPX-1 b,GPX-1,b,Transit,2021,1.74428305047,0.11339,8039.0,1.6008,0.7315,38.3691648,56.025708,655.013,1.49895
899,GQ Lup b,GQ Lup,b,Imaging,2004,8.46321,0.11339,4360.0,1.94153,0.7315,237.3003643,-35.6515055,151.169,6.58678
900,GQ Lup b,GQ Lup,b,Imaging,2004,8.46321,100.0,4651.4349999999995,0.77,0.7,237.3003643,-35.6515055,151.169,6.58678
901,GSC 06214-00210 b,GSC 06214-00210,b,Imaging,2010,8.46321,320.0,4200.0,0.77,0.9,245.4776921,-20.7193398,108.5,9.18797
902,GSC 06214-00210 b,GSC 06214-00210,b,Imaging,2010,8.46321,300.0,4651.4349999999995,0.77,0.6,245.4776921,-20.7193398,108.5,9.18797
903,GSC 06214-00210 b,GSC 06214-00210,b,Imaging,2010,8.46321,320.0,4200.0,0.77,0.9,245.4776921,-20.7193398,108.5,9.18797
904,GSC 06214-00210 b,GSC 06214-00210,b,Imaging,2010,8.46321,0.11339,4432.0,0.90484,0.694,245.4776921,-20.7193398,108.5,9.18797
905,GU Psc b,GU Psc,b,Imaging,2014,8.46321,2000.0,4651.4349999999995,0.77,0.325,18.146485,17.0650029,47.5501,21.0019
906,Gaia-1 b,Gaia-1,b,Transit,2022,3.05226855124,0.11339,5370.0,0.962287,0.7315,90.6436658,-0.5771099,363.66,2.72112
907,Gaia-1 b,Gaia-1,b,Transit,2022,3.052524,0.04047,5470.0,0.952,0.949,90.6436658,-0.5771099,363.66,2.72112
908,Gaia-2 b,Gaia-2,b,Transit,2022,3.6915589899,0.11339,5720.0,1.08783,0.7315,110.7353308,67.2526565,209.229,4.75066
909,Gaia-2 b,Gaia-2,b,Transit,2022,3.6915224,0.0467,5720.0,1.064,1.0,110.7353308,67.2526565,209.229,4.75066
910,Gaia-4 b,Gaia-4,b,Astrometry,2025,571.3,0.11339,4034.0,0.624,0.644,209.5063762,31.6954898,73.4829,13.5797
911,Gaia-5 b,Gaia-5,b,Astrometry,2025,358.62,0.11339,3447.0,0.345,0.339,302.0408173,41.9415455,41.1813,24.2541
919,Gl 378 b,Gl 378,b,Radial Velocity,2019,3.822,0.039435,3879.0,0.56,0.56,150.5865513,48.0824515,14.9545,66.8407
920,Gl 410 b,Gl 410,b,Radial Velocity,2025,6.02,0.0531,3842.0,0.543,0.55,165.6604212,21.9669164,11.9324,83.7765
921,Gl 49 b,Gl 49,b,Radial Velocity,2019,13.8508,0.0905,3805.0,0.511,0.515,15.6687321,62.3454386,9.8528,101.465
922,Gl 686 b,Gl 686,b,Radial Velocity,2018,15.53209,0.091,3663.0,0.42,0.42,264.4764878,18.5959509,8.15728,122.561
923,Gl 686 b,Gl 686,b,Radial Velocity,2018,15.5314,0.0917,3654.0,0.427,0.426,264.4764878,18.5959509,8.15728,122.561
924,Gl 686 b,Gl 686,b,Radial Velocity,2018,15.53,0.091,3656.0,0.427,0.426,264.4764878,18.5959509,8.15728,122.561
925,Gl 725 A b,Gl 725 A,b,Radial Velocity,2025,11.2201,0.068,3433.0,0.351,0.33,280.6834312,59.638109,3.5214,283.949
926,Gliese 12 b,Gliese 12,b,Transit,2024,12.76142,0.067,3253.0,0.269,0.241,3.9579137,13.5576175,12.21,81.8711
927,Gliese 12 b,Gliese 12,b,Transit,2024,12.761408,0.0668,3296.0,0.2617,0.2414,3.9579137,13.5576175,12.21,81.8711
928,Gliese 12 b,Gliese 12,b,Transit,2024,12.76147058433,0.11339,3376.0,0.269427,0.7315,3.9579137,13.5576175,12.21,81.8711
929,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46543,0.0553,5975.0,1.135,1.133,344.4453632,38.674919,158.979,6.26153
930,HAT-P-1 b,HAT-P-1,b,Transit,2006,8.46321,0.11339,6051.18,1.17839,1.126,344.4453632,38.674919,158.979,6.26153
931,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652934,0.11339,4651.4349999999995,1.115,1.133,344.4453632,38.674919,158.979,6.26153
932,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529974,0.11339,6000.0,0.77,0.7315,344.4453632,38.674919,158.979,6.26153
933,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529976,0.05561,5980.0,1.174,1.151,344.4453632,38.674919,158.979,6.26153
934,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529,0.0551,5975.0,1.15,1.12,344.4453632,38.674919,158.979,6.26153
936,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529958,0.11339,4651.4349999999995,0.77,0.7315,344.4453632,38.674919,158.979,6.26153
937,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652968,0.05561,5980.0,0.77,0.7315,344.4453632,38.674919,158.979,6.26153
938,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652934,0.05535,5975.0,1.112,1.134,344.4453632,38.674919,158.979,6.26153
939,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529913,0.11339,5975.0,1.135,1.133,344.4453632,38.674919,158.979,6.26153
