rowid,pl_name,hostname,pl_letter,discoverymethod,disc_year,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,ra,dec,sy_dist,sy_plx
372,CoRoT-8 b,CoRoT-8,b,Transit,2010,6.212445,0.0636,4651.4349999999995,0.802,0.89,291.5885696,1.4262972,322.037,3.07662
373,CoRoT-8 b,CoRoT-8,b,Transit,2010,6.212381,0.06339,5080.0,0.77,0.88,291.5885696,1.4262972,322.037,3.07662
374,CoRoT-8 b,CoRoT-8,b,Transit,2010,6.21229,0.0633,5080.0,0.898,0.878,291.5885696,1.4262972,322.037,3.07662
375,CoRoT-9 b,CoRoT-9,b,Transit,2009,95.2738,0.407,5625.0,0.94,0.99,280.7866461,6.2040783,412.98,2.39295
376,CoRoT-9 b,CoRoT-9,b,Transit,2009,95.272656,0.4029,5625.0,0.96,0.96,280.7866461,6.2040783,412.98,2.39295
377,CoRoT-9 b,CoRoT-9,b,Transit,2009,95.272725,0.11339,4651.4349999999995,0.77,0.7315,280.7866461,6.2040783,412.98,2.39295
378,CoRoT-9 b,CoRoT-9,b,Transit,2009,95.272656,0.4021,5625.0,0.96,0.96,280.7866461,6.2040783,412.98,2.39295
379,CoRoT-9 b,CoRoT-9,b,Transit,2009,95.2738,0.4027,5625.0,0.938,0.96,280.7866461,6.2040783,412.98,2.39295
380,DE CVn b,DE CVn,b,Eclipse Timing Variations,2018,4098.1,5.75,4651.4349999999995,0.77,0.51,201.7207198,45.5455449,30.5225,32.7338
382,DH Tau b,DH Tau,b,Imaging,2004,8.46321,330.0,4651.4349999999995,0.27,0.33,67.4231674,26.5493897,134.846,7.38799
383,DH Tau b,DH Tau,b,Imaging,2004,8.46321,0.11339,4371.0,1.36687,0.683,67.4231674,26.5493897,134.846,7.38799
384,DMPP-1 b,DMPP-1,b,Radial Velocity,2019,18.57,0.1462,6196.0,1.26,1.21,86.7761233,-10.6303217,62.5388,15.9613
385,DMPP-1 c,DMPP-1,c,Radial Velocity,2019,6.584,0.0733,6196.0,1.26,1.21,86.7761233,-10.6303217,62.5388,15.9613
386,DMPP-1 d,DMPP-1,d,Radial Velocity,2019,2.882,0.0422,6196.0,1.26,1.21,86.7761233,-10.6303217,62.5388,15.9613
387,DMPP-1 e,DMPP-1,e,Radial Velocity,2019,5.516,0.0651,6196.0,1.26,1.21,86.7761233,-10.6303217,62.5388,15.9613
388,DMPP-2 b,DMPP-2,b,Radial Velocity,2019,5.2072,0.0664,6500.0,1.78,1.44,27.407731,-34.4590985,137.94,7.22084
389,DMPP-3 A b,DMPP-3 A,b,Radial Velocity,2019,6.6732,0.0662,5138.0,0.91,0.87,91.624382,-72.5126648,45.23,22.11
390,DMPP-3 A b,DMPP-3 A,b,Radial Velocity,2019,6.6736,0.0662,4651.4349999999995,0.77,0.7315,91.624382,-72.5126648,45.23,22.11
391,DMPP-4 b,DMPP-4,b,Radial Velocity,2023,3.4982,0.04853,6400.0,1.38,1.25,293.5826648,51.2358069,25.3284,39.4525
392,DP Leo b,DP Leo,b,Eclipse Timing Variations,2009,8693.0,8.6,4651.4349999999995,0.77,0.7315,169.3162193,17.9615717,305.684,3.27807
393,DP Leo b,DP Leo,b,Eclipse Timing Variations,2009,10220.0,8.19,4651.4349999999995,0.77,0.69,169.3162193,17.9615717,305.684,3.27807
394,DS Tuc A b,DS Tuc A,b,Transit,2019,8.1387,0.11339,5542.0,0.872,0.959,354.9154673,-69.196043,44.0622,22.6663
395,DS Tuc A b,DS Tuc A,b,Transit,2019,8.13822217724,0.11339,5414.0,0.951985,0.7315,354.9154673,-69.196043,44.0622,22.6663
396,DS Tuc A b,DS Tuc A,b,Transit,2019,8.138268,0.11339,5428.0,0.964,1.01,354.9154673,-69.196043,44.0622,22.6663
398,EPIC 201238110 b,EPIC 201238110,b,Transit,2019,28.1656,0.11339,4651.4349999999995,0.77,0.41,179.7058532,-3.3894613,159.259,6.25088
399,EPIC 201238110 b,EPIC 201238110,b,Transit,2019,28.1696,0.11339,4651.4349999999995,0.374,0.7315,179.7058532,-3.3894613,159.259,6.25088
400,EPIC 201427007 b,EPIC 201427007,b,Transit,2021,0.72091,0.11339,5633.0,0.94,0.7315,184.6021322,-0.5512886,706.391,1.38704
401,EPIC 201497682 b,EPIC 201497682,b,Transit,2019,2.13174,0.11339,4651.4349999999995,0.77,0.78,168.9366786,0.4880606,253.026,3.92339
402,EPIC 201595106 b,EPIC 201595106,b,Transit,2021,0.87703,0.11339,5711.17,0.990833,1.018,183.7203635,1.9681688,232.1,4.28034
403,EPIC 201595106 b,EPIC 201595106,b,Transit,2021,0.877214,0.11339,5820.0,0.93,0.7315,183.7203635,1.9681688,232.1,4.28034
404,EPIC 201595106 b,EPIC 201595106,b,Transit,2021,0.877183,0.11339,5705.0,0.932487,0.7315,183.7203635,1.9681688,232.1,4.28034
405,EPIC 201595106 b,EPIC 201595106,b,Transit,2021,0.87724,0.0177,5679.0,0.98,0.958,183.7203635,1.9681688,232.1,4.28034
406,EPIC 201615463 c,K2-166,c,Transit,2019,3.80464,0.11339,4651.4349999999995,0.77,1.073,185.1880932,2.2823788,476.882,2.06877
407,EPIC 201754305 d,K2-16,d,Transit,2019,2.71578,0.11339,4651.4349999999995,0.77,0.67,175.0972238,4.5574311,334.967,2.95691
409,EPIC 201833600 c,K2-50,c,Transit,2019,3.96165,0.11339,4651.4349999999995,0.634,0.7315,169.483654,5.988289,257.443,3.85616
410,EPIC 201833600 c,K2-50,c,Transit,2019,3.96151,0.11339,4651.4349999999995,0.77,0.611,169.483654,5.988289,257.443,3.85616
411,EPIC 201841433 b,EPIC 201841433,b,Transit,2019,4.16959,0.11339,4651.4349999999995,0.77,0.802,175.206752,6.1348146,436.488,2.26274
412,EPIC 201841433 b,EPIC 201841433,b,Transit,2019,4.1698,0.035,5053.0,0.628461,0.802,175.206752,6.1348146,436.488,2.26274
413,EPIC 201841433 b,EPIC 201841433,b,Transit,2019,4.16888,0.11339,4651.4349999999995,0.628,0.7315,175.206752,6.1348146,436.488,2.26274
414,EPIC 205950854 c,K2-168,c,Transit,2019,8.050722,0.11339,5502.7,0.83,0.877,333.1100738,-16.3418863,243.935,4.07235
415,EPIC 205950854 c,K2-168,c,Transit,2019,8.0468,0.11339,4651.4349999999995,0.77,0.907,333.1100738,-16.3418863,243.935,4.07235
416,EPIC 205950854 c,K2-168,c,Transit,2019,8.0516,0.11339,4651.4349999999995,0.904,0.7315,333.1100738,-16.3418863,243.935,4.07235
417,EPIC 206024342 b,EPIC 206024342,b,Transit,2019,4.50756,0.11339,4651.4349999999995,0.77,0.928,331.2771441,-14.1218019,369.888,2.67518
418,EPIC 206024342 b,EPIC 206024342,b,Transit,2019,4.50717,0.11339,4651.4349999999995,0.823,0.7315,331.2771441,-14.1218019,369.888,2.67518
419,EPIC 206024342 c,EPIC 206024342,c,Transit,2021,0.911618,0.11339,4651.4349999999995,0.823,0.7315,331.2771441,-14.1218019,369.888,2.67518
420,EPIC 206024342 c,EPIC 206024342,c,Transit,2021,0.911724,0.11339,5724.0,1.1,0.7315,331.2771441,-14.1218019,369.888,2.67518
421,EPIC 206024342 c,EPIC 206024342,c,Transit,2021,0.9116567,0.11339,5648.0,0.94,0.7315,331.2771441,-14.1218019,369.888,2.67518
422,EPIC 206024342 d,EPIC 206024342,d,Transit,2021,14.637,0.11339,6438.0,1.5,0.7315,331.2771441,-14.1218019,369.888,2.67518
423,EPIC 206024342 d,EPIC 206024342,d,Transit,2021,14.6435,0.11339,4651.4349999999995,0.823,0.7315,331.2771441,-14.1218019,369.888,2.67518
424,EPIC 206024342 d,EPIC 206024342,d,Transit,2021,14.647531,0.11339,5724.0,1.1,0.7315,331.2771441,-14.1218019,369.888,2.67518
425,EPIC 206024342 d,EPIC 206024342,d,Transit,2021,14.641541,0.11339,5648.0,0.94,0.7315,331.2771441,-14.1218019,369.888,2.67518
426,EPIC 206032309 b,EPIC 206032309,b,Transit,2019,2.87814,0.11339,4651.4349999999995,0.77,0.221,341.2404563,-13.9011223,161.365,6.1694
427,EPIC 206042996 b,EPIC 206042996,b,Transit,2019,5.2986,0.11339,4114.0,0.5,0.7315,337.5136198,-13.6101475,451.769,2.18689
428,EPIC 206042996 b,EPIC 206042996,b,Transit,2019,5.29853,0.11339,4651.4349999999995,0.668,0.7315,337.5136198,-13.6101475,451.769,2.18689
429,EPIC 206042996 b,EPIC 206042996,b,Transit,2019,5.29711,0.11339,4651.4349999999995,0.77,0.565,337.5136198,-13.6101475,451.769,2.18689
430,EPIC 206042996 c,EPIC 206042996,c,Transit,2021,0.354884,0.11339,4114.0,0.5,0.7315,337.5136198,-13.6101475,451.769,2.18689
431,EPIC 206042996 c,EPIC 206042996,c,Transit,2021,0.35490972,0.11339,3893.0,0.57,0.7315,337.5136198,-13.6101475,451.769,2.18689
432,EPIC 206215704 b,EPIC 206215704,b,Transit,2019,2.25558,0.11339,4651.4349999999995,0.367,0.7315,335.0949721,-9.5097112,109.888,9.0727
433,EPIC 206215704 b,EPIC 206215704,b,Transit,2019,2.255436,0.11339,3297.0,0.25,0.7315,335.0949721,-9.5097112,109.888,9.0727
434,EPIC 206215704 b,EPIC 206215704,b,Transit,2019,2.25372,0.11339,4651.4349999999995,0.77,0.407,335.0949721,-9.5097112,109.888,9.0727
435,EPIC 206317286 b,EPIC 206317286,b,Transit,2019,1.58316,0.11339,4651.4349999999995,0.669,0.7315,337.6178427,-7.972456,314.35,3.15254
436,EPIC 206317286 b,EPIC 206317286,b,Transit,2019,1.58252,0.11339,4651.4349999999995,0.77,0.711,337.6178427,-7.972456,314.35,3.15254
437,EPIC 206317286 c,EPIC 206317286,c,Transit,2022,17.515472,0.11339,4752.0,0.758,0.832,337.6178427,-7.972456,314.35,3.15254
438,EPIC 206317286 c,EPIC 206317286,c,Transit,2022,17.501662,0.11339,4749.0,0.73,0.7315,337.6178427,-7.972456,314.35,3.15254
439,EPIC 206317286 c,EPIC 206317286,c,Transit,2022,17.5125,0.11339,4651.4349999999995,0.669,0.7315,337.6178427,-7.972456,314.35,3.15254
440,EPIC 211822797 b,EPIC 211822797,b,Transit,2016,21.1595,0.11339,3811.0,0.597044,0.585671,130.4102091,17.6399744,186.197,5.34209
441,EPIC 211822797 b,EPIC 211822797,b,Transit,2016,21.1701963,0.1195,4057.0,0.58,0.62,130.4102091,17.6399744,186.197,5.34209
442,EPIC 211822797 b,EPIC 211822797,b,Transit,2016,21.1686,0.11339,4651.4349999999995,0.642,0.7315,130.4102091,17.6399744,186.197,5.34209
443,EPIC 211822797 b,EPIC 211822797,b,Transit,2016,21.169861,0.131,4148.21,0.571699,0.663459,130.4102091,17.6399744,186.197,5.34209
444,EPIC 211822797 b,EPIC 211822797,b,Transit,2016,21.17623917,0.11339,3811.0,0.597044,0.585671,130.4102091,17.6399744,186.197,5.34209
445,EPIC 211822797 b,EPIC 211822797,b,Transit,2016,21.169619,0.11339,3880.0,0.59,0.61,130.4102091,17.6399744,186.197,5.34209
446,EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.491,0.11339,6128.0,1.3636,1.158,136.5741931,19.4020565,181.69,5.47529
447,EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.50735025,0.11339,6128.0,1.3636,1.158,136.5741931,19.4020565,181.69,5.47529
448,EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.49213,0.148,6025.0,1.38,1.18,136.5741931,19.4020565,181.69,5.47529
449,EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.492132,0.11339,4651.4349999999995,1.48,0.7315,136.5741931,19.4020565,181.69,5.47529
450,EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.4921473,0.11339,6128.0,1.36,0.7315,136.5741931,19.4020565,181.69,5.47529
451,EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.49221,0.1493,6069.0,1.39,1.17,136.5741931,19.4020565,181.69,5.47529
452,EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.491965,0.11339,6320.0,1.485,0.7315,136.5741931,19.4020565,181.69,5.47529
453,EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.491795,0.11339,6046.0,1.410092,0.7315,136.5741931,19.4020565,181.69,5.47529
454,EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.491,0.11339,6019.0,1.387,1.17,136.5741931,19.4020565,181.69,5.47529
455,EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.4921498,0.11339,6025.0,1.38,1.18,136.5741931,19.4020565,181.69,5.47529
456,EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.49183,0.11339,4651.4349999999995,1.403,0.7315,136.5741931,19.4020565,181.69,5.47529
457,EPIC 212297394 b,EPIC 212297394,b,Transit,2019,2.28896,0.11339,4651.4349999999995,0.749,0.7315,207.2061241,-17.6098985,418.395,2.36212
458,EPIC 212297394 b,EPIC 212297394,b,Transit,2019,2.289363,0.11339,5171.0,0.8,0.83,207.2061241,-17.6098985,418.395,2.36212
459,EPIC 212297394 b,EPIC 212297394,b,Transit,2019,2.28943,0.11339,4651.4349999999995,0.77,0.829,207.2061241,-17.6098985,418.395,2.36212
460,EPIC 212297394 c,EPIC 212297394,c,Transit,2021,5.213965,0.11339,5171.0,0.8,0.83,207.2061241,-17.6098985,418.395,2.36212
461,EPIC 212297394 c,EPIC 212297394,c,Transit,2021,5.21378,0.11339,4651.4349999999995,0.749,0.7315,207.2061241,-17.6098985,418.395,2.36212
462,EPIC 212297394 c,EPIC 212297394,c,Transit,2021,5.213,0.11339,5008.0,0.776343,0.831,207.2061241,-17.6098985,418.395,2.36212
463,EPIC 212424622 b,EPIC 212424622,b,Transit,2019,18.0971,0.11339,4651.4349999999995,1.2247,0.7315,202.3313765,-14.3594358,611.804,1.606
464,EPIC 212424622 b,EPIC 212424622,b,Transit,2019,18.0983,0.11339,4651.4349999999995,0.77,1.106,202.3313765,-14.3594358,611.804,1.606
465,EPIC 212499991 b,EPIC 212499991,b,Transit,2019,34.885,0.11339,4651.4349999999995,0.77,0.912,202.488752,-12.7347749,283.29,3.50124
466,EPIC 212587672 b,EPIC 212587672,b,Transit,2019,15.28078,0.11339,6004.0,0.98,0.99,205.4445125,-10.8625468,320.07,3.09713
467,EPIC 212587672 b,EPIC 212587672,b,Transit,2019,15.2841,0.11339,4651.4349999999995,0.77,0.95,205.4445125,-10.8625468,320.07,3.09713
468,EPIC 212587672 b,EPIC 212587672,b,Transit,2019,15.2841,0.11339,4651.4349999999995,0.9757,0.7315,205.4445125,-10.8625468,320.07,3.09713
469,EPIC 212587672 c,EPIC 212587672,c,Transit,2021,23.24110566,0.11339,6055.0,0.94987,1.13,205.4445125,-10.8625468,320.07,3.09713
470,EPIC 212587672 c,EPIC 212587672,c,Transit,2021,23.226001,0.11339,5928.0,0.952744,0.7315,205.4445125,-10.8625468,320.07,3.09713
471,EPIC 212587672 c,EPIC 212587672,c,Transit,2021,23.226,0.11339,4651.4349999999995,0.95,0.7315,205.4445125,-10.8625468,320.07,3.09713
472,EPIC 212587672 c,EPIC 212587672,c,Transit,2021,23.226,0.11339,6055.0,0.94987,1.13,205.4445125,-10.8625468,320.07,3.09713
473,EPIC 212587672 c,EPIC 212587672,c,Transit,2021,23.228555,0.11339,6004.0,0.98,0.99,205.4445125,-10.8625468,320.07,3.09713
474,EPIC 212587672 c,EPIC 212587672,c,Transit,2021,23.2259,0.11339,4651.4349999999995,0.9757,0.7315,205.4445125,-10.8625468,320.07,3.09713
475,EPIC 212624936 b,EPIC 212624936,b,Transit,2021,0.578657,0.11339,5765.0,0.93,0.7315,210.6376171,-10.0236852,561.929,1.75111
476,EPIC 212624936 c,EPIC 212624936,c,Transit,2021,11.81387,0.11339,4651.4349999999995,0.948,0.7315,210.6376171,-10.0236852,561.929,1.75111
477,EPIC 212624936 c,EPIC 212624936,c,Transit,2021,11.811437,0.11339,5765.0,0.93,0.7315,210.6376171,-10.0236852,561.929,1.75111
478,EPIC 212737443 b,EPIC 212737443,b,Transit,2019,13.60697954,0.11339,4581.0,0.669035,0.724,204.2215065,-7.3180577,336.25,2.94582
479,EPIC 212737443 b,EPIC 212737443,b,Transit,2019,13.603,0.11339,4581.0,0.669035,0.724,204.2215065,-7.3180577,336.25,2.94582
480,EPIC 212737443 b,EPIC 212737443,b,Transit,2019,13.603,0.098,4684.0,0.673,0.69,204.2215065,-7.3180577,336.25,2.94582
481,EPIC 212737443 c,EPIC 212737443,c,Transit,2019,65.55,0.28,4684.0,0.673,0.69,204.2215065,-7.3180577,336.25,2.94582
482,EPIC 220492298 b,EPIC 220492298,b,Transit,2021,0.762406,0.11339,5620.0,0.89,0.7315,16.7615005,6.588798,624.512,1.57248
483,EPIC 220554210 c,K2-282,c,Transit,2019,0.70531,0.11339,4651.4349999999995,0.77,0.94,13.4321524,7.9952914,496.289,1.98627
484,EPIC 220554210 c,K2-282,c,Transit,2019,0.70531,0.11339,5499.0,1.0,0.7315,13.4321524,7.9952914,496.289,1.98627
485,EPIC 220554210 c,K2-282,c,Transit,2019,0.705386,0.11339,4651.4349999999995,1.013,0.7315,13.4321524,7.9952914,496.289,1.98627
486,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571336,0.01312,5496.0,0.95,0.92,13.0800239,10.7947051,244.59,4.06029
487,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571285,0.11339,4651.4349999999995,1.02,0.7315,13.0800239,10.7947051,244.59,4.06029
488,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.5713127,0.01314,5578.0,0.99,0.913,13.0800239,10.7947051,244.59,4.06029
489,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571308,0.11339,5590.0,0.83,0.93,13.0800239,10.7947051,244.59,4.06029
490,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571331,0.0134,5617.0,0.98,0.97,13.0800239,10.7947051,244.59,4.06029
491,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571299,0.11339,5590.0,0.906429,0.966939,13.0800239,10.7947051,244.59,4.06029
492,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571292,0.0116,5470.0,0.869,0.945,13.0800239,10.7947051,244.59,4.06029
493,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571,0.11339,5496.0,0.981,0.902,13.0800239,10.7947051,244.59,4.06029
494,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571292,0.01326,5532.0,0.988,0.95,13.0800239,10.7947051,244.59,4.06029
495,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571212,0.11339,5613.0,0.95,0.7315,13.0800239,10.7947051,244.59,4.06029
496,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571282,0.11339,5496.0,0.995,0.91,13.0800239,10.7947051,244.59,4.06029
497,EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571336,0.11339,4651.4349999999995,0.97,0.7315,13.0800239,10.7947051,244.59,4.06029
498,EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.334615,0.11339,5613.0,0.95,0.7315,13.0800239,10.7947051,244.59,4.06029
499,EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.3387,0.1071,5496.0,0.95,0.92,13.0800239,10.7947051,244.59,4.06029
500,EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.33918,0.11339,5496.0,0.995,0.91,13.0800239,10.7947051,244.59,4.06029
501,EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.3397,0.1083,5532.0,0.988,0.95,13.0800239,10.7947051,244.59,4.06029
502,EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.33877,0.11339,4651.4349999999995,1.02,0.7315,13.0800239,10.7947051,244.59,4.06029
503,EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.339746,0.11339,5590.0,0.906429,0.966939,13.0800239,10.7947051,244.59,4.06029
504,EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.339079,0.1091,5617.0,0.98,0.97,13.0800239,10.7947051,244.59,4.06029
505,EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.341245,0.11339,5590.0,0.83,0.93,13.0800239,10.7947051,244.59,4.06029
506,EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.338687,0.11339,4651.4349999999995,0.97,0.7315,13.0800239,10.7947051,244.59,4.06029
507,EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.33989,0.1073,5578.0,0.99,0.913,13.0800239,10.7947051,244.59,4.06029
508,EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.3397,0.105,5470.0,0.869,0.945,13.0800239,10.7947051,244.59,4.06029
509,EPIC 228836835 b,EPIC 228836835,b,Transit,2021,0.72813,0.11339,3506.0,0.423901,0.418179,189.5748998,-5.2446247,150.124,6.63375
510,EPIC 228836835 b,EPIC 228836835,b,Transit,2021,0.728113,0.11339,3782.0,0.32,0.7315,189.5748998,-5.2446247,150.124,6.63375
511,EPIC 229004835 b,EPIC 229004835,b,Transit,2023,16.140442,0.11339,5870.0,0.975013,0.7315,186.4860415,-1.4047214,121.971,8.17036
512,EPIC 229004835 b,EPIC 229004835,b,Transit,2023,16.1388,0.11339,5839.0,0.998,0.95,186.4860415,-1.4047214,121.971,8.17036
513,EPIC 229004835 b,EPIC 229004835,b,Transit,2023,16.13655,0.11339,5886.0,0.995311,1.067,186.4860415,-1.4047214,121.971,8.17036
514,EPIC 229004835 b,EPIC 229004835,b,Transit,2023,16.141132,0.1237,5868.0,0.999,0.97,186.4860415,-1.4047214,121.971,8.17036
515,EPIC 246851721 b,EPIC 246851721,b,Transit,2018,6.180235,0.07229,6202.0,1.586,1.317,78.9198197,16.2786991,372.632,2.66391
516,EPIC 246851721 b,EPIC 246851721,b,Transit,2018,6.1802679,0.11339,6202.0,1.586,1.317,78.9198197,16.2786991,372.632,2.66391
517,EPIC 246851721 b,EPIC 246851721,b,Transit,2018,6.18026138745,0.11339,6513.0,1.73931,0.7315,78.9198197,16.2786991,372.632,2.66391
518,EPIC 248847494 b,EPIC 248847494,b,Transit,2018,3650.0,4.5,4898.0,2.7,0.9,159.3890808,11.8427484,551.886,1.78346
519,EPIC 249893012 b,EPIC 249893012,b,Transit,2020,3.5951,0.047,5430.0,1.71,1.05,228.2482353,-16.7246474,321.296,3.08429
520,EPIC 249893012 c,EPIC 249893012,c,Transit,2020,15.624,0.13,5430.0,1.71,1.05,228.2482353,-16.7246474,321.296,3.08429
521,EPIC 249893012 d,EPIC 249893012,d,Transit,2020,35.747,0.22,5430.0,1.71,1.05,228.2482353,-16.7246474,321.296,3.08429
524,G 192-15 b,G 192-15,b,Radial Velocity,2025,2.27476,0.01723,4651.4349999999995,0.77,0.132,90.6220931,49.861939,9.53114,104.89
525,G 192-15 c,G 192-15,c,Radial Velocity,2025,1219.0,1.137,4651.4349999999995,0.77,0.132,90.6220931,49.861939,9.53114,104.89
526,G 196-3 b,G 196-3,b,Imaging,2024,8.46321,350.0,4651.4349999999995,0.77,0.7315,151.0884754,50.3861806,21.7912,45.8611
527,G 261-6 b,G 261-6,b,Radial Velocity,2025,5.4536,0.02971,4651.4349999999995,0.77,0.118,291.07432,75.5558405,10.6267,94.0738
528,G 264-012 b,G 264-012,b,Radial Velocity,2021,2.30538,0.02279,3326.0,0.305,0.297,326.6719598,66.803848,16.009,62.4358
529,G 264-012 c,G 264-012,c,Radial Velocity,2021,8.0518,0.0525,3326.0,0.305,0.297,326.6719598,66.803848,16.009,62.4358
531,G 9-40 b,G 9-40,b,Transit,2019,5.7459945,0.11339,3413.0,0.32,0.7315,134.7188514,21.0747961,27.9276,35.7781
532,G 9-40 b,G 9-40,b,Transit,2019,5.7459996,0.11339,3348.0,0.3073,0.29,134.7188514,21.0747961,27.9276,35.7781
533,G 9-40 b,G 9-40,b,Transit,2019,5.745912,0.11339,3390.0,0.307,0.7315,134.7188514,21.0747961,27.9276,35.7781
534,G 9-40 b,G 9-40,b,Transit,2019,5.7459982,0.0418,3395.0,0.3026,0.2952,134.7188514,21.0747961,27.9276,35.7781
535,G 9-40 b,G 9-40,b,Transit,2019,5.746007,0.0385,3348.0,0.3073,0.29,134.7188514,21.0747961,27.9276,35.7781
536,GJ 1002 b,GJ 1002,b,Radial Velocity,2022,10.3465,0.0457,3024.0,0.137,0.12,1.6764641,-7.5462123,4.84867,206.213
537,GJ 1002 c,GJ 1002,c,Radial Velocity,2022,21.202,0.0738,3024.0,0.137,0.12,1.6764641,-7.5462123,4.84867,206.213
538,GJ 1061 b,GJ 1061,b,Radial Velocity,2020,3.204,0.021,2953.0,0.156,0.12,54.0032486,-44.5143104,3.67278,272.245
539,GJ 1061 c,GJ 1061,c,Radial Velocity,2020,6.689,0.035,2953.0,0.156,0.12,54.0032486,-44.5143104,3.67278,272.245
540,GJ 1061 d,GJ 1061,d,Radial Velocity,2020,13.031,0.054,2953.0,0.156,0.12,54.0032486,-44.5143104,3.67278,272.245
541,GJ 1132 b,GJ 1132,b,Transit,2015,1.62893219977,0.11339,3202.0,0.226407,0.7315,153.7090696,-47.1549358,12.613,79.2543
542,GJ 1132 b,GJ 1132,b,Transit,2015,1.62892911,0.0157,3229.0,0.2211,0.1945,153.7090696,-47.1549358,12.613,79.2543
543,GJ 1132 b,GJ 1132,b,Transit,2015,1.628931,0.0153,3270.0,0.2105,0.181,153.7090696,-47.1549358,12.613,79.2543
544,GJ 1132 b,GJ 1132,b,Transit,2015,8.46321,0.11339,4651.4349999999995,0.77,0.7315,153.7090696,-47.1549358,12.613,79.2543
545,GJ 1132 b,GJ 1132,b,Transit,2015,1.6289287,0.01533,4651.4349999999995,0.255,0.181,153.7090696,-47.1549358,12.613,79.2543
546,GJ 1132 b,GJ 1132,b,Transit,2015,1.6289304,0.11339,3270.0,0.207,0.181,153.7090696,-47.1549358,12.613,79.2543
547,GJ 1132 b,GJ 1132,b,Transit,2015,1.62893,0.11339,3270.0,0.207,0.181,153.7090696,-47.1549358,12.613,79.2543
548,GJ 1132 c,GJ 1132,c,Radial Velocity,2018,8.929,0.0476,3270.0,0.2105,0.181,153.7090696,-47.1549358,12.613,79.2543
549,GJ 1148 b,GJ 1148,b,Radial Velocity,2010,41.38,0.166,3287.0,0.358519,0.344045,175.4326081,42.7515862,11.0143,90.7623
550,GJ 1148 b,GJ 1148,b,Radial Velocity,2010,41.375,0.1686,3357.57,0.36664,0.373585,175.4326081,42.7515862,11.0143,90.7623
551,GJ 1148 b,GJ 1148,b,Radial Velocity,2010,41.397,0.163506,3287.0,0.358519,0.344045,175.4326081,42.7515862,11.0143,90.7623
552,GJ 1148 c,GJ 1148,c,Radial Velocity,2017,532.58,0.912,3287.0,0.358519,0.344045,175.4326081,42.7515862,11.0143,90.7623
553,GJ 1148 c,GJ 1148,c,Radial Velocity,2017,535.9,0.9302,3357.57,0.36664,0.373585,175.4326081,42.7515862,11.0143,90.7623
554,GJ 1151 c,GJ 1151,c,Radial Velocity,2023,389.7,0.5714,3280.0,0.1781,0.1639,177.7304866,48.3732334,8.03625,124.407
555,GJ 1214 b,GJ 1214,b,Transit,2009,1.580404938,0.11339,3074.0,0.214572,0.183607,258.8313991,4.9606795,14.6427,68.2653
556,GJ 1214 b,GJ 1214,b,Transit,2009,1.58040482,0.11339,3170.0,0.179,0.156,258.8313991,4.9606795,14.6427,68.2653
557,GJ 1214 b,GJ 1214,b,Transit,2009,1.58040481,0.11339,3026.0,0.21,0.7315,258.8313991,4.9606795,14.6427,68.2653
558,GJ 1214 b,GJ 1214,b,Transit,2009,1.58040464894,0.11339,3074.0,0.214572,0.183607,258.8313991,4.9606795,14.6427,68.2653
559,GJ 1214 b,GJ 1214,b,Transit,2009,8.46321,0.11339,3026.0,0.201,0.7315,258.8313991,4.9606795,14.6427,68.2653
