full_name,H,diameter,albedo,epoch,e,a,q,i,ad,moid,condition_code,rms
     C/1886 J1 (Brooks),,,,2410035.5,1.000114948720622,-7325.063090551691,0.8420066307344243,100.2092855719016,,0.0672098,,1.4992
     D/1886 K1 (Brooks),,,,2410055.5,0.5713596274725783,3.091849585041274,1.325291557930846,12.67159786365291,4.858407612151702,0.31472,9.0,10.37
     C/1886 T1 (Barnard-Hartwig),,,,2410240.5,1.000408,-1625.7769608,0.663317,101.6154,,,,
     C/1887 B1 (Great southern comet),,,,2410283.434,1.0,,0.00483,144.383,,,,
     C/1887 B2 (Brooks),,,,2410360.5,0.983694,99.9720962,1.630145,104.2738,198.3140473,,,
     C/1887 B3 (Barnard),,,,2410373.5,1.0,,1.480714,85.5867,,,,
     C/1887 D1 (Barnard),,,,2410326.5,1.0,,1.006455,139.7763,,,,
     C/1887 J1 (Barnard),,,,2410440.5,0.996093,356.7476325,1.393813,17.5479,712.1014519,,,
     C/1888 D1 (Sawerthal),,,,2410720.5,0.995874,169.3582162,0.698772,42.2482,338.0176604,,,
     C/1888 P1 (Brooks),,,,2410850.1364,0.999908,9806.8043478,0.902226,74.1904,19612.7064697,,,
     C/1888 R1 (Barnard),,,,2411040.5,1.00123,-1475.5414634,1.814916,166.3842,,,,
     C/1888 U1 (Barnard),,,,2410880.5,0.991488,179.4940085,1.527853,56.3425,357.4601639,,,
     C/1889 G1 (Barnard),,,,2411160.5,0.999818,12393.3846154,2.255596,163.8517,24784.5136348,,,
     C/1889 O1 (Davidson),,,,2411200.5,0.997611,435.2118041,1.039721,65.9916,869.3838872,,,
     C/1889 X1 (Borrelly),,,,2411394.4764,1.0,,0.269796,56.7537,,,,
     C/1890 F1 (Brooks),,,,2411627.5,1.000335595667974,-5684.23486389707,1.907604596070814,120.569048957471,,1.30132,,0.84211
     C/1890 O1 (Coggia),,,,2411578.5,1.0,,0.764087,63.3509,,,,
     C/1890 O2 (Denning),,,,2411640.5,0.999187,1550.0897909,1.260223,98.9373,3098.9193588,,,
     C/1890 V1 (Zona),,,,2411708.5,0.994352319269631,361.1852126446035,2.039858765547168,154.2642091838949,720.3305665236597,1.0892,,0.578
     C/1891 F1 (Barnard-Denning),,,,2411850.5,1.0,,0.397896,120.5116,,,,
     C/1891 T1 (Barnard),,,,2412050.5427,1.0,,0.971089,77.988,,,,
     C/1892 E1 (Swift),,,,2412306.5,0.998800649728554,856.2076214534312,1.026892843204419,38.70072363348961,1711.388350063658,0.0584364,,0.97506
     C/1892 F1 (Denning),,,,2412235.5,1.000591149506102,-3333.918111747772,1.970844045144045,89.6933475084014,,1.24064,,1.139
     C/1892 Q1 (Brooks),,,,2412524.5,1.000311334012426,-3134.91059417204,0.9760042938800124,24.79967393448009,,0.262291,,0.76124
     C/1892 W1 (Brooks),,,,2412471.5,1.0,,1.19510868331441,143.8494904026969,,0.613919,,0.93444
     C/1893 N1 (Rordame-Quenisset),,,,2412663.5,1.001703095705961,-395.9991482869547,0.6744244490117037,159.9750170760228,,0.116903,,0.84942
     C/1893 U1 (Brooks),,,,2412726.2223,0.996489,231.2705782,0.811991,129.8233,461.7291654,,,
     C/1894 G1 (Gale),,,,2412983.5,0.9889445514822618,88.91401444468167,0.9829843091986096,86.95851988315646,176.8450445801647,0.0765483,6.0,1.1837
     D/1895 Q1 (Swift),,,,2413430.5,0.652013,3.7293433,1.297763,2.9923,6.1609237,,,
     C/1895 W1 (Perrine),,,,2413579.5,1.000051677678226,-3714.891484943543,0.1919769668034313,141.6263413348372,,0.326444,,3.9728
     C/1895 W2 (Brooks),,,,2413488.0527,1.0,,0.843034,76.2461,,,,
     C/1896 C1 (Perrine-Lamp),,,,2413614.5,1.000010578361868,-55517.71280611488,0.5872864561478279,155.7379283615267,,0.374264,,0.76596
     C/1896 G1 (Swift),,,,2413686.5,1.000013697596117,-41348.53810423247,0.5663755749765553,55.54968388846527,,0.429033,,0.89132
     C/1896 R1 (Sperra),,,,2413751.9428,1.0,,1.142895,88.4215,,,,
     C/1896 V1 (Perrine),,,,2413962.5,1.000247728717743,-4289.474647403246,1.062626054191984,146.1404661586535,,0.0503408,,0.9986
     C/1897 U1 (Perrine),,,,2414223.5,1.000002907207321,-466519.6796666789,1.356269428164741,69.61727214529904,,0.732767,,0.76659
     C/1898 F1 (Perrine),,,,2414427.5,0.9804491259340256,56.02116969667461,1.095262833768269,72.52915998025942,110.9470765595809,0.258664,4.0,0.94283
     C/1898 L1 (Coddington-Pauly),,,,2414513.5,1.000976945137611,-1741.745982981069,1.701590269026724,69.93525513826393,,0.94847,,1.0313
     C/1898 L2 (Perrine),,,,2414472.5,1.0,,0.6261209670050003,70.03126875409151,,0.316821,,1.0828
     C/1898 M1 (Giacobini),,,,2414470.5,1.008888662013334,-169.0060936334114,1.502238044501262,166.8684893785824,,0.49629,,1.063
     C/1898 R1 (Perrine-Chofardet),,,,2414553.5,1.000034068376416,-12342.27305370854,0.4204812042222061,28.85833308632357,,0.437379,,0.97685
     C/1898 U1 (Brooks),,,,2414598.5,1.0,,0.7560175599554874,140.3447593232786,,0.0320818,,1.0538
     C/1898 V1 (Chase),,,,2414689.5,0.999249491414488,3044.209891375267,2.284705659577893,22.50277188242595,6086.135077090958,1.3023,,0.80711
     C/1899 E1 (Swift),,,,2414778.5,1.000325246952994,-1004.044294477624,0.3265623474498203,146.2704268576312,,0.506217,,1.1289
     C/1899 S1 (Giacobini),,,,2414956.5,1.0,,1.785615847511348,76.94895461743268,,0.779923,,0.852
     C/1900 B1 (Giacobini),,,,2415165.5,1.001188984500468,-1119.920709728324,1.331568365620105,146.4480336522749,,0.374386,,1.0514
     C/1900 O1 (Borrelly-Brooks),,,,2415246.5,1.000321711173354,-3154.489394868957,1.014834484556042,62.53290972222625,,0.015411,,1.034
     C/1901 G1 (Great comet),,,,2415522.5,0.9999309154397892,3543.398137496141,0.2447941019803634,131.0776610012829,7086.551480890302,0.452251,,0.7911
     C/1902 G1 (Brooks),,,,2415877.296,1.0,,0.44392,65.201,,,,
     C/1902 R1 (Perrine),,,,2416019.5,0.9998667413175908,3009.052697432211,0.4009823977596947,156.3545396105399,6017.704412466662,0.318012,,0.94214
     C/1902 X1 (Giacobini),,,,2416153.5,1.000313645348852,-8842.515312566436,2.773413799938352,43.89502457409881,,1.7917,,0.95512
     C/1903 A1 (Giacobini),,,,2416183.5,1.008084004128638,-50.8013887153708,0.4106786361156054,30.95202186109105,,0.28094,,0.87999
     C/1903 H1 (Grigg),,,,2416199.4203,1.0,,0.49942,66.4835,,,,
     C/1903 M1 (Borrelly),,,,2416307.5,1.000784637212254,-421.0600155598834,0.3303793568005197,85.03733316303682,,0.262543,,0.64625
     C/1904 H1 (Brooks),,,,2416643.5,1.001911728254438,-1416.41197497697,2.70779479248792,125.1313983666228,,1.94134,,0.71302
     C/1904 Y1 (Giacobini),,,,2416800.5,1.000678,-2775.8834808,1.882049,99.5989,,,,
     C/1905 F1 (Giacobini),,,,2416955.5,0.9527773749167384,23.56086154999865,1.112605731614217,40.06682872116929,46.00911736838309,0.122745,9.0,0.5076
     C/1905 W1 (Schaer),,,,2417185.5,0.9861424994956642,75.84524855024577,1.051025570036502,140.5277688293237,150.639471530455,0.217253,8.0,1.3158
     C/1905 X1 (Giacobini),,,,2417223.5,1.0,,0.2158990655128478,43.65189737780521,,0.412945,,1.2631
     C/1906 B1 (Brooks),,,,2417263.5,0.9998535992031268,8853.993905399659,1.296231763260205,126.4424024259505,17706.69157903606,0.877647,,1.0501
     C/1906 E1 (Kopff),,,,2417315.5,1.001924237620919,-1735.821105734731,3.340132274839949,4.282821457500718,,2.35398,,0.84485
     C/1906 F1 (Ross),,,,2417262.9333,1.0,,0.722913,83.4615,,,,
     C/1906 V1 (Thiele),,,,2417553.5,0.9807740840795208,63.06355495637663,1.212454605237822,56.36867471236297,124.9146553075154,0.234332,7.0,1.2612
     C/1907 E1 (Giacobini),,,,2417658.5,1.000270837118413,-7574.738617411797,2.051520379871675,141.662287115662,,1.18024,,0.98585
     C/1907 G1 (Grigg-Mellish),,,,2417683.5,0.9852053828199392,62.42736069073134,0.9235889029809398,109.9510342350281,123.9311324784817,0.00312818,9.0,6.1795
     C/1907 L2 (Daniel),,,,2417845.5,0.9987674834806792,415.5542731834365,0.5121775063729215,8.957993146358199,830.5963688605,0.0584076,,1.0631
     C/1907 T1 (Mellish),,,,2417890.5,1.000085768807846,-11460.78575439955,0.9829779311326142,119.6373599813533,,0.317134,,0.7629
     C/1908 R1 (Morehouse),,,,2418244.5,1.000893519647715,-1058.049448830533,0.9453879707839922,140.173953716017,,0.0667498,,1.2621
     C/1909 L1 (Borrelly-Daniel),,,,2418495.5,0.9951910801358226,175.2785232034556,0.8429003719967805,52.08125808311996,349.7141460349145,0.170585,,1.0872
     C/1910 A1 (Great January comet),,,,2418705.5,0.9997801030496312,586.4495925628961,0.1289584769496926,138.7780238562125,1172.770226648842,0.029453,,1.0298
     C/1910 P1 (Metcalf),,,,2418927.5,0.9980649853188224,1006.317665831228,1.947239457311715,121.0420062978368,2010.688092205144,1.16104,,1.0556
     C/1911 N1 (Kiess),,,,2419247.5,0.9962766200566044,183.6581623148575,0.6838291180040257,148.4199271055019,366.6324955117109,0.00276612,,0.77224
     C/1911 O1 (Brooks),,,,2419275.5,0.9876278025396588,39.59018392133171,0.4898175729659427,33.34062465146176,78.69055026969747,0.416699,9.0,0.36064
     C/1911 S2 (Quenisset),,,,2419334.5,0.9969623571281672,259.196592199247,0.7873466806974337,108.0988222807134,517.6058377177965,0.0172055,,1.0565
     C/1911 S3 (Beljawsky),,,,2419320.5,1.000147,-2064.1088435,0.303424,96.4659,,,,
     C/1912 R1 (Gale),,,,2419725.5,1.000445945363336,-1605.757922210046,0.7160803000497582,79.8103744213171,,0.257022,,0.80856
     C/1912 V1 (Borrelly),,,,2419696.9584,1.0,,1.107108,124.6351,,,,
     C/1913 J1 (Schaumasse),,,,2419921.5,0.9967293129644446,445.4577938547869,1.45695303124798,152.3651026400365,889.4586346783258,0.577962,,0.92476
     C/1913 R1 (Metcalf),,,,2420049.5,0.9985536346232556,937.6760986008244,1.35622224361707,143.3555152632565,1873.995974958032,0.593092,,0.99239
     C/1913 Y1 (Delavan),,,,2420206.5,1.00014578651591,-7575.468576977323,1.104401170223346,68.04293173430897,,0.638316,,0.85306
     C/1914 F1 (Kritzinger),,,,2420272.5,1.000640549322664,-1871.219758014333,1.198608548551569,23.91980039316589,,0.41567,,1.0147
     C/1914 J1 (Zlatinsky),,,,2420280.5,1.000132125049815,-4111.176591490811,0.5431894119488555,112.9796523344993,,0.214217,,0.85753
     C/1914 M1 (Neujmin),,,,2420350.5,1.003245755808669,-1154.450314650544,3.747063814596675,71.0462624198826,,2.75302,,0.48096
     C/1914 S1 (Campbell),,,,2420452.5,0.9038339728957764,7.053170344726793,0.6782753705417023,76.85692474452995,13.42806531891189,0.150829,9.0,0.72852
     C/1915 C1 (Mellish),,,,2420678.5,1.00027442400529,-3663.395604197865,1.005323694666113,54.79164403962772,,0.333943,,0.93876
     C/1915 R1 (Mellish),,,,2420762.5,1.000943446906301,-491.120396584308,0.4633460187787822,52.41415443034447,,0.273275,,0.52084
     C/1916 G1 (Wolf),,,,2421379.5,0.999421832561246,2916.855377896259,1.686430803053937,25.65872680056235,5832.024324989465,0.811277,,0.83098
     C/1917 F1 (Mellish),,,,2421335.5,0.993029439409544,27.28569041552048,0.1901965582938094,32.68628345667515,54.38118427274716,0.0618889,5.0,0.6757
     C/1917 H1 (Schaumasse),,,,2421373.5,1.000064710793971,-11809.00177467609,0.76416988084517,158.7392670349381,,0.0146305,,1.1671
     C/1918 L1 (Reid),,,,2421750.8794,1.0,,1.101641,69.7093,,,,
     D/1918 W1 (Schorr),,,,2421932.5,0.4682912760063241,3.541534338039627,1.883064703858838,5.571980277110162,5.200003972220416,0.899725,7.0,0.51048
     C/1919 Q2 (Metcalf),,,,2422219.5,0.9997785887492252,5036.797426053535,1.115203618002338,46.38315800414978,10072.47964848907,0.102294,,1.27
     C/1919 Y1 (Skjellerup),,,,2422326.674,1.0,,0.29769,123.175,,,,
     C/1920 X1 (Skjellerup),,,,2422700.5,0.9940707014676404,193.5971375345701,1.147895223452719,22.03030292340758,386.0463798456875,0.184047,,4.7068
     C/1921 E1 (Reid),,,,2422789.5,1.000575704857689,-1751.685065417078,1.008453601302055,132.1887837042348,,0.294856,,0.9423
     C/1921 H1 (Dubiago),,,,2422830.5,0.934738163936042,17.10222288614106,1.11612246632461,22.3454025246227,33.08832330595752,0.3835,7.0,1.414
     C/1922 B1 (Reid),,,,2422991.2661,0.986968,125.0063689,1.629083,32.4456,248.3836549,,,
     C/1922 U1 (Baade),,,,2423399.5,1.000472786542865,-4777.354975523006,2.258669142916854,51.45570892343142,,1.55872,,0.7696
     C/1922 W1 (Skjellerup),,,,2423423.7232,0.993735,147.4205906,0.92359,23.3659,293.9175912,,,
     C/1923 T1 (Dubiago-Bernard),,,,2423741.8481,1.0,,0.777832,113.792,,,,
     C/1924 F1 (Reid),,,,2423840.5,0.998598,1252.2788873,1.755695,72.3273,2502.8020796,,,
     C/1924 R1 (Finsler),,,,2424056.5,0.9985300363658632,276.1369675936541,0.405911300403473,120.1138179934646,551.8680238869048,0.15559,,1.1272
     C/1925 F1 (Shajn-Comas Sola),,,,2424400.5,1.002432,-1719.0727796,4.180785,146.7131,,,,
     C/1925 F2 (Reid),,,,2424360.5,0.995116,334.4183047,1.633299,26.9797,667.2033103,,,
     C/1925 G1 (Orkisz),,,,2424240.5,1.000605,-1833.846281,1.109477,100.0224,,,,
     C/1925 V1 (Wilk-Peltier),,,,2424491.7674,1.000505,-1512.0178218,0.763569,144.598,,,,
     C/1925 W1 (Van Biesbroeck),,,,2424440.5,1.000382,-4100.1125654,1.566243,49.3307,,,,
     C/1925 X1 (Ensor),,,,2424558.4728,1.0,,0.322588,123.0003,,,,
     C/1926 B1 (Blathwayt),,,,2424520.5,0.992384,176.6645221,1.345477,128.2986,351.9835671,,,
     C/1927 A1 (Blathwayt),,,,2424918.5,1.0,,1.035782378393369,92.35652197611763,,0.247904,,1.0858
     C/1927 B1 (Reid),,,,2424913.5,1.001186340333735,-632.2225673998986,0.7500311316040593,83.66961501635866,,0.134898,,0.91398
     C/1927 E1 (Stearns),,,,2424998.5,1.001265119258339,-2912.831167457689,3.685078806240951,87.68954297443118,,2.69339,,0.59773
     C/1927 X1 (Skjellerup-Maristany),,,,2425240.5,0.99984,1100.98125,0.176157,85.1126,2201.786343,,,
     C/1929 Y1 (Wilk),,,,2425998.8098,0.999028,691.5997942,0.672235,124.5103,1382.5273535,,,
     C/1930 D1 (Peltier-Schwassmann-Wachmann),,,,2425992.1099,0.998131,581.6554307,1.087114,99.883,1162.2237474,,,
     C/1930 E1 (Beyer),,,,2426080.5,1.000524,-3966.8549618,2.078632,71.9693,,,,
     C/1930 F1 (Wilk),,,,2426080.5,0.992194,61.7230336,0.48181,67.1409,122.9642571,,,
     C/1930 L1 (Forbes),,,,2426133.5,1.0,,1.1528,97.0912,,,,
     C/1931 O1 (Nagata),,,,2426619.5,0.9784511602778916,48.54994353293177,1.046194951708566,42.30241346735011,96.05369211415498,0.162143,6.0,0.90389
     C/1931 P1 (Ryves),,,,2426560.5,0.999326,111.1632047,0.074924,169.2881,222.2514855,,,
     C/1932 G1 (Houghton-Ensor),,,,2426760.5,0.972127,45.005238,1.254431,74.2776,88.7560451,,,
     C/1932 H1 (Carrasco),,,,2426827.5,1.000105770060531,-21919.10018026692,2.318384552850102,58.08349554276007,,1.74014,,0.33794
     C/1932 M1 (Newman),,,,2426927.5,1.000493262239575,-3339.781254864535,1.647387981465154,78.38847306847423,,1.08792,,1.0483
     C/1932 M2 (Geddes),,,,2427167.5,0.9992944636212684,3277.828380586011,2.312627165741982,124.9768975087974,6553.34413400628,1.38551,,0.70736
     C/1932 P1 (Peltier-Whipple),,,,2426950.5,0.9768933715523872,44.88896820497835,1.037232709709144,71.72328481045028,88.74070370024755,0.144785,6.0,1.1438
     C/1932 Y1 (Dodwell-Forbes),,,,2427092.5,0.9721601688118112,40.6167950686096,1.13076471811535,24.50246046133467,80.10282541910387,0.204037,6.0,0.94703
     C/1933 D1 (Peltier),,,,2427132.5,0.9999987288461322,787220.7111333035,1.000678651794773,86.68037351127141,1574440.421587955,0.164492,,1.0004
     C/1935 A1 (Johnson),,,,2427861.5,0.9912972447868458,93.2052341290739,0.8111423372100578,65.42363655435526,185.5993259209377,0.14901,5.0,1.1118
     C/1935 M1 (Jackson),,,,2427687.4205,1.0,,3.4857,141.9494,,,,
     C/1935 Q1 (Van Biesbroeck),,,,2428280.5,1.002045,-1977.2171149,4.043409,66.1122,,,,
     C/1936 K1 (Peltier),,,,2428353.5,0.9919545887103558,136.7090184922892,1.099880280774041,78.54741574991213,272.3181567038043,0.16596,,0.84069
     C/1936 O1 (Kaho-Kozik-Lis),,,,2428360.5,0.994389,92.390483,0.518403,121.9417,184.262563,,,
     C/1937 C1 (Whipple),,,,2428675.5,1.000162271189241,-10684.39024184528,1.733768710859798,41.5517215216521,,1.05154,,0.88615
     C/1937 D1 (Wilk),,,,2428609.5,0.9806432597192334,31.97282486261022,0.6188896669079835,26.01402274001816,63.32676005831245,0.257303,7.0,0.72642
     C/1937 N1 (Finsler),,,,2428741.5,1.000378456983414,-2279.646632002494,0.8627481875975224,146.4133559259673,,0.132362,,0.86092
     C/1937 P1 (Hubble),,,,2428480.5,0.972499,71.0394895,1.953657,11.5806,140.1253219,,,
     C/1939 B1 (Kozik-Peltier),,,,2429302.5,0.9954512374866702,157.5119659861331,0.7164845262786019,63.5263889552737,314.3074474459876,0.258804,,0.87394
     C/1939 H1 (Jurlof-Achmarof-Hassel),,,,2429390.5,0.991503163590178,62.17079435019512,0.5282550690622948,138.1678518210673,123.813333631328,0.0128099,7.0,0.95432
     C/1939 V1 (Friend),,,,2429600.5,0.997192,336.6128917,0.945209,92.952,672.2805745,,,
     C/1940 O1 (Whipple-Paraskevopoulos),,,,2429920.5,0.980843,56.4925615,1.082228,54.6906,111.9028949,,,
     C/1940 R2 (Cunningham),,,,2430000.5,1.000485,-758.2494845,0.367751,49.8942,,,,
     C/1940 S1 (Okabayasi-Honda),,,,2429840.5,1.001459,-727.736806,1.061768,133.1141,,,,
     C/1941 B1 (Friend-Reese-Honda),,,,2430014.8778,0.981221,50.1551733,0.941864,26.2756,99.3684827,,,
     C/1941 B2 (de Kock-Paraskevopoulos),,,,2430040.5,0.999102,879.7694878,0.790033,168.2039,1758.7489425,,,
     C/1941 K1 (van Gent),,,,2430240.5,1.000243,-3599.9547325,0.874789,94.5165,,,,
     C/1942 C1 (Whipple-Bernasconi-Kulin),,,,2430447.5,1.001018733305793,-1418.765902764852,1.445344078269943,79.45403386166006,,0.62195,,0.12852
     C/1942 C2 (Oterma),,,,2430503.5,1.00118200911091,-3480.011262112296,4.113405017886291,172.5143202415896,,3.13038,,0.28908
     C/1942 EA (Vaisala),,,,2430440.5,0.9268325022462542,17.6099437929709,1.288475522915787,37.86476012545564,33.931412063026,0.33609,9.0,0.40987
     C/1942 X1 (Whipple-Fedtke-Tevzadze),,,,2430760.5,0.992196,173.4555356,1.353647,19.7127,345.5574242,,,
     C/1943 R1 (Daimaca),,,,2430958.0465,1.0,,0.7583,161.3186,,,,
     C/1943 W1 (van Gent-Peltier-Daimaca),,,,2431061.5,0.9995129968874484,1795.167781507711,0.8742522971463439,136.1832972015461,3589.461310718276,0.033499,,0.91384
     C/1944 H1 (Vaisala),,,,2431201.5,0.9932232818359586,355.8021216989701,2.411170700921862,17.30490046005432,709.1930726970182,1.44959,,0.16752
     C/1944 K2 (van Gent),,,,2431280.5,1.002085,-1067.593765,2.225933,95.0056,,,,
     C/1945 L1 (du Toit),,,,2431592.6456,1.0,,0.998063,156.508,,,,
     C/1945 W1 (Friend-Peltier),,,,2431806.781,1.0,,0.19435,49.48,,,,
     C/1945 X1 (du Toit),,,,2431817.4652,1.0,,0.007516,141.8734,,,,
     C/1946 C1 (Timmers),,,,2431920.5,1.001169,-1474.8751069,1.724129,72.8427,,,,
     C/1946 K1 (Pajdusakova-Rotbart-Weber),,,,2431981.5,0.9994347400867232,1801.67104723092,1.018412419910921,169.5598101545441,3602.323682041929,0.0303089,,0.36366
     C/1946 P1 (Jones),,,,2432262.5,1.000978423487424,-1161.030280374306,1.135979295928624,56.96488091901994,,0.24804,,0.81457
     C/1946 U1 (Bester),,,,2432197.5,1.000611887328799,-3934.834500292184,2.407675371650016,108.1758067235658,,1.42864,,0.52704
     C/1947 F1 (Rondanina-Bester),,,,2432293.5,0.997276911002824,205.5799250128057,0.559812431842614,39.29159034209429,410.6000375937687,0.217941,,0.36958
     C/1947 F2 (Becvar),,,,2432289.5,1.0,,0.961893288300247,129.1719029445965,,0.0246442,,0.40165
     C/1947 K1 (Bester),,,,2432329.5,1.000000894631009,-1568296.01082282,1.40304624265441,111.4294374206732,,0.392874,,0.68747
     C/1947 O1 (Wirtanen),,,,2432639.5,1.016751581500223,-167.6188466008631,2.807880769807742,97.32480222740432,,1.80275,,3.9934e-09
     C/1947 S1 (Bester),,,,2432557.5,1.00034321036687,-2179.79962867423,0.7481298302601674,140.5686763019341,,0.26121,,0.58442
     C/1947 V1 (Honda),,,,2432528.5,1.001358053405969,-554.5030480614481,0.7530447530400145,106.2853996315008,,0.118115,,1.5746
     C/1947 X1-A (Southern comet),,,,2432538.5,0.9998429159440214,700.291987232512,0.1100047057237862,138.5113764924656,1400.4739697593,0.255238,,0.33666
     C/1947 X1-B (Southern comet),,,,2432520.5,0.999629,296.5579515,0.110023,138.5332,593.00588,,,
     C/1947 Y1 (Mrkos),,,,2432836.5,1.000412323925902,-3637.212893537454,1.499709899604585,77.51234854308005,,0.843599,,0.04074
     C/1948 E1 (Pajdusakova-Mrkos),,,,2432981.5,1.000930127030383,-2265.428601262155,2.107136377436629,92.91766091339318,,1.54895,,0.75868
     C/1948 L1 (Honda-Bernasconi),,,,2432727.5,1.001030099346672,-200.5405887063328,0.206576729407629,23.19008415625071,,0.0770317,,0.7423
     C/1948 N1 (Wirtanen),,,,2433356.5,0.9994596478027756,4658.939225154696,2.517468047046625,130.2676031364743,9315.360982262346,1.69935,,0.32408
     C/1948 R1 (Johnson),,,,2432650.4538,1.0,,4.70838,53.2325,,,,
     C/1948 T1 (Wirtanen),,,,2433246.5,1.000697151956921,-4687.881007056624,3.268165417882285,155.0784260245054,,2.39509,,0.2039
     C/1948 V1 (Eclipse comet),,,,2432926.5,0.9999139951476824,1574.787177635069,0.1354393386439452,23.11627214557107,3149.438915931495,0.188259,,0.95237
     C/1948 W1 (Bester),,,,2432840.5,0.997499,509.167533,1.273428,87.6054,1017.061638,,,
     C/1949 K1 (Johnson),,,,2433565.5,1.00071558624422,-3567.81445947565,2.553078949130271,131.3516576039044,,1.67507,,0.58215
     C/1949 N1 (Bappu-Bok-Newkirk),,,,2433411.5,0.9987821828125908,1690.114081380065,2.058249976986783,105.7677854995071,3378.169912783144,1.79606,,0.72925
     C/1950 K1 (Minkowski),,,,2433689.5,1.001217461389366,-2112.865342164013,2.572331975014417,144.1552994448178,,1.57638,,0.53774
     C/1951 C1 (Pajdusakova),,,,2433722.5,1.0,,0.7190609507128092,87.89674413505469,,0.0326829,,0.75431
     C/1951 G1 (Groeneveld),,,,2433738.5,1.012974499044865,-279.400391592461,3.6250801138513,18.65099674960366,,2.61899,,0.30117
     C/1951 G2 (Groeneveld-Palomar),,,,2433750.5,1.000900942788971,-4038.551573948786,3.638503918436703,170.6540046812123,,2.6422,,0.49126
     C/1951 P1 (Wilson-Harrington),,,,2433902.5,0.9997751384857462,3292.688104274679,0.7403988330927667,152.5313394318703,6584.635809716264,0.188105,,0.70018
     D/1952 B1 (Harrington-Wilson),,,,2434058.5,0.5143270327661007,3.428040606648411,1.66490665322923,16.3524015150941,5.191174560067592,0.687581,8.0,0.1974
     C/1952 H1 (Mrkos),,,,2434195.5,0.9834479881008624,77.50159041083582,1.282807246682241,112.0345427662276,153.7203735749894,0.371201,6.0,0.73627
     C/1952 M1 (Peltier),,,,2434232.5,0.99975207619408,4848.007631903878,1.201936503230722,45.55273790640106,9694.813327304524,0.667002,,0.79278
     C/1952 Q1 (Harrington),,,,2434343.5,0.9959529216343146,411.4047514789111,1.664987269250483,59.11667343400153,821.1445156885718,0.685288,,0.22663
     C/1952 W1 (Mrkos),,,,2434501.5,1.000191238331412,-4066.956180723012,0.7777579139271542,97.176622025011,,0.176595,,0.12196
     C/1953 G1 (Mrkos-Honda),,,,2434567.5,0.9974650942515167,403.2210469588776,1.022127349845494,93.85697605916248,805.4199665679097,0.602069,,0.22657
     C/1953 T1 (Abell),,,,2434830.5,1.000811949946325,-1194.882510244985,0.9701847900581596,53.22829065415169,,0.0111003,,0.95768
     C/1953 X1 (Pajdusakova),,,,2434723.5,0.9999966978142102,21896.35784654374,0.0723058417294686,13.57093059135179,43792.64338724575,0.187929,,0.21976
     C/1954 M1 (Harrington),,,,2434948.5,0.9993577649332214,3208.952311178534,2.060901701859182,136.6439364344292,6415.843720655209,1.04464,,0.58334
     C/1954 M2 (Kresak-Peltier),,,,2434957.5,1.000226169430101,-3300.044138038741,0.7463691020080301,88.53955010387051,,0.130233,,0.30694
     C/1954 O1 (Vozarova),,,,2435055.5,1.073650629426197,-10.60661115680542,0.7811835877776417,115.1835908358986,,0.200543,,0.12931
     C/1954 O2 (Baade),,,,2435369.5,1.000558520047794,-6928.925767900527,3.869943951048865,100.3877359130542,,3.02944,,0.37484
     C/1954 Y1 (Haro-Chavira),,,,2435699.5,1.004602918507734,-885.7389043347705,4.076983995782628,79.60083698060514,,3.46373,,0.55243
     C/1955 G1 (Abell),,,,2435336.5,1.001767775017505,-2543.43788929692,4.496225959274523,123.931312011867,,3.92295,,0.38344
     C/1955 L1 (Mrkos),,,,2435302.5,0.9892134956255172,49.54047782041923,0.5343685807239261,86.5030098745164,98.54658706011452,0.398973,6.0,0.7632
     C/1955 N1 (Bakharev-Macfarlane-Krienke),,,,2435335.5,0.9942486177853214,248.1927979233151,1.427451643787483,50.03395733633639,494.9581442028427,0.426127,,0.33995
     C/1955 O1 (Honda),,,,2435359.5,1.001111040009518,-796.2047069981204,0.8846152852414721,107.523426624421,,0.1143,,0.40658
     C/1956 E1 (Mrkos),,,,2435568.5,1.0,,0.8422399999999999,147.4519,,0.235851,,1.4385
     C/1956 F1-A (Wirtanen),,,,2436080.5,1.002745,-1620.1318761,4.447262,33.2017,,,,
     C/1956 R1 (Arend-Roland),,,,2436028.5,1.000248060637703,-1274.056032326643,0.3160431518484373,119.9443013099645,,0.238698,,0.60155
     C/1957 P1 (Mrkos),,,,2436272.5,0.9993380057448968,536.1618638570867,0.3549360736788535,93.9567401962758,1071.968791640495,0.521004,,0.20317
     C/1957 U1 (Latyshev-Wild-Burnham),,,,2436177.6293,1.0,,0.53913,156.7154,,,,
     C/1958 D1 (Burnham),,,,2436319.5,0.9999161058372809,15766.14293390163,1.322687360751788,15.7879397491576,31530.96318044251,0.339129,,0.33021
     C/1958 R1 (Burnham-Slaughter),,,,2436679.5,0.999844920770664,10499.1606466936,1.628201741765237,61.25735988157741,20996.69309164543,1.15786,,0.49982
     C/1959 O1 (Bester-Hoffmeister),,,,2436760.5,1.002679,-466.7913401,1.250534,12.8322,,,,
     C/1959 Q1 (Alcock),,,,2436832.5,1.001309059245038,-878.8068005831883,1.150410166905681,48.25893988626557,,0.367653,,0.25791
     C/1959 Q2 (Alcock),,,,2436815.5,1.000431207331336,-384.520509608663,0.1658080627922902,108.0357262988652,,0.161471,,0.82011
