source_id,catalogue_name,source_name_in_catalogue,ra,dec,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,astrometric_params_solved,quasar_probability
4442576564526340480,R90 (Assef et al. 2018),J165037.40+082607.0,252.65580023180152,8.435308319780354,1.2587185318909313,-0.7759759080043892,1.5528065,1.1911902,1.0351015614702304,1.3678895,20.825804,21.149755,19.96053,1.1892262,1.0093277,31,0.20314349
4442579515168130304,AllWISE (Secrest et al. 2015),J165036.53+082648.9,252.6522356272729,8.446941154849412,-0.1246277080035373,0.0334531314903267,0.18175179,0.13388495,-0.2597659393606947,0.1964097,18.603632,18.862864,18.131918,0.7309456,1.0065924,31,0.99999994
4442583329099109248,AllWISE (Secrest et al. 2015),J165125.13+082815.7,252.85476784404287,8.471079612287301,0.2889684993771815,-0.2802344794593948,0.6578826,0.47780222,0.0817921205516872,0.5987683,20.289381,20.498867,19.775232,0.7236347,1.0589373,31,0.9987708
4442364324422087296,AllWISE (Secrest et al. 2015),J165213.48+080504.8,253.0562210112671,8.084599208037076,-0.1512928194399765,-0.6498340509772879,0.56987923,0.39178124,-0.6451934022903768,0.47511342,20.046808,20.450632,19.364534,1.0860977,0.9867002,31,0.11018175
4442360373052952320,AllWISE (Secrest et al. 2015),J165307.45+081020.8,253.2810796384591,8.172437504832393,0.4419651890722791,-0.8222618060292438,1.1545434,0.9179612,-1.100559947286782,1.0108234,20.660156,21.301538,19.869368,1.4321709,0.93587947,95,0.00029737706
4442455034132839552,R90 (Assef et al. 2018),J165316.84+081358.1,253.3202640153807,8.232878654702976,0.349209085866064,-0.5206516757407526,0.38449156,0.29755586,-0.1842244172711181,0.3336146,19.577337,19.832607,19.04519,0.78741646,0.9894249,31,0.9999941
4442453895964759040,R90 (Assef et al. 2018),J165330.32+081213.6,253.37638971026328,8.203894954725481,0.0082672777121367,0.299684079505728,0.5225789,0.41298044,-0.0630207101924367,0.45583934,20.018585,20.331203,19.67131,0.65989304,1.0101739,31,1.0
4442453968981872512,AllWISE (Secrest et al. 2015),J165327.75+081247.7,253.365526293972,8.213242643919378,0.0859941267097463,-0.3570386051273035,0.4279705,0.32369816,-0.2644719628448413,0.37531298,19.711557,19.785263,19.191803,0.5934601,1.0223473,95,1.0
4442472381504105600,AllWISE (Secrest et al. 2015),J165240.28+082254.9,253.1678237205632,8.38190480108483,-0.2145365050208832,-0.0634828412515415,0.111820534,0.09947438,-0.048454014736793,0.12037184,18.098692,18.29799,17.68153,0.6164608,0.94627655,31,1.0
4442470908331978240,AllWISE (Secrest et al. 2015),J165328.62+082436.0,253.3692556074394,8.410057543323825,0.0568738257718812,-0.9360890257000256,0.55092865,0.43767357,-0.0764599785591003,0.46374592,19.78044,19.952053,19.366,0.58605385,0.9998378,31,0.99999994
4442479975006362496,R90 (Assef et al. 2018),J165332.76+082802.9,253.3866302735188,8.46741038463667,0.4651107038891662,-0.150573810943452,1.6075147,1.555604,1.8994607222418345,1.6224891,20.81474,20.713709,20.087536,0.626173,1.0612193,31,0.51733136
4442283510319657216,Gaia-unWISE (Shu et al. 2019),2532p075o0020558,253.57574784142,7.701218374266962,-0.0267675442598508,0.021450901851948,0.054134347,0.041809313,-0.0070442411260855,0.05227838,16.43045,16.684608,15.923749,0.7608595,1.0801787,31,1.0
4442288526839551616,R90 (Assef et al. 2018),J165414.96+074922.3,253.56236867987536,7.82307055538624,-0.5137070626981405,0.2658706999847223,0.5169099,0.39964834,-0.336651370578146,0.47577453,20.118515,,,,0.93591905,95,
4442397168037388800,R90 (Assef et al. 2018),J165450.41+080010.7,253.71013476322352,8.00295544504633,-0.3356455870698058,-0.1365758665174585,1.0606004,0.85093707,-0.0391555004540824,0.95858806,20.5335,20.613686,20.055586,0.55809975,1.0869336,31,0.99999964
4442386997554863872,R90 (Assef et al. 2018),J165505.48+080156.6,253.7728609238185,8.032401153689179,-0.0997762948514392,-0.1354256140368428,1.631738,1.2417685,-2.015190650640927,1.4136562,20.578709,20.581032,18.786982,1.7940502,1.3986735,95,0.1389033
4442399195262022016,AllWISE (Secrest et al. 2015),J165512.43+080401.0,253.8015994769636,8.067009846585778,0.2773653179016389,0.1408328717841231,0.4490737,0.3698188,0.3504366177273774,0.49713498,20.069967,20.391624,19.737242,0.6543827,1.0415984,31,0.9999999
