source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp
5816708843593686144,255.7063278604113,-65.16681331687869,0.0796849301503519,0.0364072991870105,-6.18274114556587,19.737629,1.4323864
5816708843593691392,255.7127034206933,-65.16464972483126,0.2932369390644675,-1.6898360090356803,-0.1138943291722999,19.471413,1.141098
5816708843593711488,255.69864879884256,-65.16205584956843,0.4096127883943605,-1.2271576711330971,-6.994648077617786,18.542917,1.1283398
3356198843663004928,99.70867339933578,14.921322780122004,1.6498514418604988,0.5560197814933086,-4.776794404330984,19.788412,2.0603008
3356198843666054272,99.69856843535032,14.928303950845152,0.3039380623171112,0.7354909746628465,-2.0310863648035604,13.478197,1.5088701
3356198843666055296,99.69758419312856,14.92609292547163,1.0899302293873792,-0.2463936038221145,-6.224529530137717,16.641235,1.590272
3356198843666056576,99.70514951607925,14.91655660263819,0.1660474039562353,-0.4997609240482719,-4.633303806874903,20.36972,1.6749325
3356198843666057856,99.69297421408048,14.922127073708396,3.3166011059704985,-1.957886514325592,3.8325139995092217,19.165714,1.512064
3356198843666057984,99.69530564134502,14.919705094036688,0.9525096791099746,1.8021154013640504,-0.6146180563028707,19.893024,1.5151348
3356198873726634752,99.70750560071238,14.926619667074474,0.5157808997155907,0.2581833377515803,-0.5417761279805063,19.265713,1.1355057
3356198873726643840,99.7039444340396,14.930370846270929,0.3463099565161064,0.6713010557432609,-0.6401061668615718,18.471024,1.2009583
3356198873726644480,99.717694837624,14.93099254522559,-0.0472643461887324,-0.0092662551962728,-3.819472256191081,19.096672,1.3072739
3356198878022719488,99.72102555525898,14.929920869280211,2.040789435988544,-3.13760317735829,-3.6597237620181726,20.679535,2.0018215
3356198878022720128,99.71871530271449,14.93141986702767,-0.6050389017746165,-0.6124486332882318,0.9283670060937244,20.286793,1.298006
3356198878025787392,99.70959193864591,14.932408620016334,0.2335608012858573,-0.663633921359206,-0.9403323854013402,16.699423,1.0329266
3356198908086377344,99.74043839947625,14.928400766200406,0.3125963347317974,-1.2992223091042427,-3.0248714178143143,18.115175,1.1503563
2061845406039175808,301.8571986848519,38.53032552423312,0.4147064348137703,-4.493445163246606,-5.305227291504954,19.667013,1.5902653
3190139293282008064,60.8487419690362,-11.488073197515408,0.5760725829245822,-0.5642641665203119,0.6282650096064749,17.370743,1.4973984
3190139323345947264,60.83337183766919,-11.486382788204136,0.9861361105482136,-1.3433145322457438,12.955390918441644,20.0029,2.3233356
3190139357705690624,60.842975856971954,-11.47537200987705,0.7797313211979379,1.2443561602679536,-3.6023958299196384,20.222538,1.7582397
3190139426425171456,60.87736277907725,-11.468617298454657,0.4182731066828475,0.6095077038386033,0.2073334717841105,19.990765,0.9085674
3190139465080698624,60.85846898342551,-11.475096769058585,0.125733539805277,3.3368590538791825,-4.795307805441657,19.566172,1.2040501
3190139499440436096,60.86342321149239,-11.468129310456016,0.3982489245175051,-1.0739303652375056,-0.8240338037806423,19.5203,1.5932827
3190139533800180992,60.77102420701402,-11.520929001824063,1.11333601508979,0.9885785319614336,-5.144059455232083,17.029324,1.6672955
3190139632583590656,60.777142161685966,-11.49248869280146,0.0574799432508758,-1.810931490235366,-5.9108962346253096,19.970484,1.8238239
3190139735662806400,60.784962023611634,-11.490881399892617,0.6608188653122828,5.161261264282483,0.9961299582639528,20.441198,1.6207714
3190139770022549248,60.80056429974936,-11.480145500540658,1.8666725546567964,-2.2112139503760293,-7.395023146424962,18.993742,2.6014748
3190139770022550784,60.7954538033072,-11.47681777769675,1.3596101807315244,4.947368622955615,-4.26094527918803,19.756197,1.9285088
3190139804382280448,60.75956207778724,-11.499156198517072,0.8025248219367502,11.712530581940884,1.2611327349162995,20.243517,1.6051693
3190139838742021632,60.75802850388367,-11.490981664731152,0.4898920527652023,2.634206648761309,-5.4435310291690655,19.824219,1.7182674
2061845371706267264,301.84000670975115,38.51617008802285,0.1051094939121234,-3.9500660785287462,-5.192535555561176,19.948616,1.7240372
2061845371706267904,301.8419993267053,38.51212981381968,-0.3484915603256617,-4.446780430910486,-5.441117240009772,19.593767,2.1880112
2061845371706268544,301.8486605053492,38.50940588637476,-0.1823032879247183,-3.5158243416474217,-7.25799430902952,20.13404,1.6051064
2061845401738368512,301.8601163526801,38.52216409190167,-0.0851153400273949,-3.219557807242054,-5.781427099125687,18.744587,1.9324169
2061845401738416896,301.85828975914444,38.52517329375094,0.227383607430174,-2.5603806033282552,-5.525700198044007,17.292261,1.5648136
2061845401738417024,301.855362617435,38.52742176074173,0.2327212892920932,-1.849968655522781,-2.8732010612243504,17.553646,1.6306496
2061845401738457728,301.8655568656869,38.53240281195384,0.035768436588625,-1.6068416663022005,-4.04807107668513,18.344585,1.658699
2061845401738457984,301.8647217916718,38.52999346258039,0.4579265218987144,-4.049799899164071,-5.561680350615902,18.336517,1.6648197
2061845401742193664,301.8606913593718,38.51623212829765,0.0770275514963682,-4.362138812456164,-4.626431156282077,18.440674,1.627573
2061845401742204544,301.856599315884,38.52534839660094,0.0220204517180003,-2.038067795695087,-3.641388734789952,18.49869,1.6705532
2061845401742695936,301.86136830856304,38.52550621470768,1.096885329954647,0.325829410636912,2.6932246313097177,19.406115,2.6227608
2061845401742858240,301.85627703499523,38.52667206041706,0.1135746111353851,-2.017963027280863,-3.751869300112859,18.414158,2.398409
5817073022460565120,257.96728905964807,-64.0184860148764,0.1458544104217456,-0.9598523942496716,-13.928842724276942,19.38113,0.8338623
5817073026760124672,257.9599657541965,-64.02543181822239,0.2316232956031316,-2.990299035561249,-3.6108904687215895,18.79814,
5817073026761396992,257.970530619242,-64.0285019574333,1.0034035203020182,-2.312025595604165,-18.966557519092724,20.061829,1.889286
5817073026761397760,257.9729126860938,-64.02013104295227,0.1571119848163315,-0.8294617450034254,-8.861276364240744,20.175121,1.792366
5817073026761587584,257.98255252607004,-64.03057390440864,0.6679156126660254,-6.9904339656423335,-8.397031986443293,20.709986,1.5882435
5817073026761587968,257.97309193634965,-64.03126133067998,2.5364710665136183,0.2694998863933469,-33.27751891245216,20.363323,2.2436066
5817073026761591040,257.9653817517474,-64.02841104478684,-0.0947293155077745,-3.683111190073239,-5.659295987720596,20.665579,1.1032467
5817073026761595776,257.9547856203868,-64.02444227445568,0.1689681373982437,-0.5767492467817286,-4.378770130920836,20.452892,1.6852245
5817073026761598720,257.95354165157653,-64.02150560329676,-0.9760609733863548,-2.19861699352114,-5.184237806221634,20.18177,0.8680496
5817073026762241920,257.9783472856564,-64.02771627107091,-1.4607196663382211,-8.249499220978667,-4.111618168170908,20.853653,0.40085983
5817073026765832832,257.96366166628576,-64.02744537010737,0.1887495310596757,-0.763434168560504,-3.3659059721845668,16.659618,1.2736311
5817073026765834624,257.96042147482325,-64.02568457941523,0.7456064158092524,-3.321215671678233,-4.387204266268422,17.954815,0.9562969
5817073026766287360,257.9580083379079,-64.01866005322086,-0.2388683538590365,-3.66509924878798,-5.167519645828543,20.166847,0.9574928
3178027549930871296,69.59153222707,-12.09086790197036,0.0628348053256478,14.867386419693702,-14.738530545076372,20.118647,1.3312263
3178027554225929088,69.58684083011876,-12.085684830321467,0.0823284497891839,-1.129659690766634,-8.399389733147801,18.26579,1.6492729
3178027554226420736,69.58866610510493,-12.09288740389732,0.2883116125860132,3.173406239722899,-5.133813392194549,20.474607,1.8192348
3178027584290594560,69.53814198883545,-12.108888875981538,1.1359180005511529,-0.2731882699244771,-17.636367178369284,18.766972,2.3866215
3178027790449051904,69.55433528957592,-12.077552342221354,0.0432367921603102,8.194033963403973,-0.5420869779533255,18.679953,1.8372898
3178027863463569536,69.61447606575763,-12.093582084189064,0.4416735150863901,0.8854557180667884,0.5222625907005711,19.255552,0.6288605
3178027863465988864,69.61429973130814,-12.093618221952717,0.2682058223480765,-0.4376985942666717,3.607113670968736,18.837702,0.5863209
3178027996607488000,69.63077086237466,-12.068698922635066,0.1263301385446081,-3.0239438258642544,-1.0745467678564269,19.849886,1.7523346
3178028000902507520,69.6306767677303,-12.068239588260704,-0.4581782278872109,-3.604194787144813,-0.1116492230218185,20.576748,
3178028000904939008,69.63422514240501,-12.067107267138493,0.4285788582338067,3.640931902286378,-2.55099099686316,17.670809,1.1302547
3178028000904940672,69.6282370770315,-12.075584570240247,2.2551518119942338,7.691704496815392,20.780155129892627,16.65478,1.9033127
3178028035262756736,69.63826834959497,-12.058446722718116,0.249347415721037,6.676023512065716,-1.7651849688864631,20.363144,2.0027714
3178028069622494848,69.61946452552989,-12.06879855731994,0.1666331650675157,-0.2355303307074472,-3.739978117356248,20.540922,1.7381268
3178028069622635648,69.62152052895209,-12.05926568403591,0.6570841425918984,3.974942301871921,-7.990819395328331,20.829638,1.7393665
3180636729678533248,74.42226991971664,-11.30704834603185,0.1328188553843849,2.5969579249396464,1.049976319552037,20.16018,1.7919655
3180636759742841984,74.43673516061386,-11.297446714815823,3.816445339558792,8.920727712111173,7.083167441769832,16.53364,2.522973
3180636764038889216,74.43348109328743,-11.292701348220795,-1.3155027697954396,15.802722037418082,0.4074234080707088,20.850792,1.4724331
3180636828462324864,74.42079396701035,-11.289002386839549,1.067101667020744,-1.0310917531893833,3.324740323173499,20.361998,1.5840378
3180636965901290624,74.45097861804462,-11.272132470799251,0.3551394079566303,1.138191861360703,-0.7521720268588594,18.28179,0.824522
3180636970197959552,74.44117873699633,-11.270539428530393,0.6053259016123467,1.4083590636124326,-5.63587632235679,18.266941,1.8975735
3180637004556357120,74.49608703972457,-11.29064149523932,2.9743706540986543,18.401986091889643,-1.1310128881702315,20.380095,2.6299953
3180637004557062016,74.48848641455207,-11.293231425563729,1.6679750457602451,-0.5095600202047983,-0.7528657583046358,20.622929,1.3818226
3180637068980502528,74.47896898570994,-11.27744962933977,0.7628860335966198,2.3096037357762693,6.519356579428111,19.134268,2.1952686
3180637073277173760,74.47811782851278,-11.28898284401954,0.4336448086577965,6.187836837942237,-4.869123412963855,17.281652,1.1138458
3180637107636911488,74.49080610097745,-11.274455545213334,0.8226402703514807,7.516681055715023,-5.466585616432007,17.193624,1.6088943
3180637137699979392,74.50669361040609,-11.276290328279334,0.833911387588784,-0.6558555061881552,1.086698935752288,20.60054,0.78718567
3188464908871817984,73.37844240814859,-5.326678382957076,0.5992766249881285,4.578331911817282,-1.7087021716900188,16.628332,0.95261574
3188464977590267264,73.21062425873949,-5.450732430732496,4.2773210381302,2.7998800193900464,1.873905311557804,20.834452,1.0959148
3188464977591164672,73.20789506247223,-5.446297097294619,0.0663488316005254,-0.1435464117036394,-0.4432429201387903,19.301487,0.6488552
3188465011949546112,73.22082679376221,-5.4368834912228206,0.8206913957888677,1.1849341934544682,-3.107020147758368,20.152914,2.0924206
3188465046310639488,73.20339378557347,-5.430859107693252,0.5008244811894925,0.6143673376054886,0.5935216863983507,19.891249,1.2816792
3188465149388958208,73.23957548399322,-5.420365025510579,0.9746466890711228,4.707454898587859,-0.1838516144925324,20.231369,1.9631233
3188465213813122816,73.23162629839388,-5.403424403182666,0.3222843383504891,-0.3942842319363892,-3.109305516386544,15.086677,1.131321
3188465213814146944,73.23234112841534,-5.406078045139251,0.5780140632708931,1.5507925740240216,-3.495330452349585,18.980648,1.6677265
3190139873101759360,60.75251316434501,-11.492694777558606,1.10758250373541,16.585389468395533,-22.186449374847044,17.564867,1.8034382
3188465218108606080,73.23393353328267,-5.403910460408179,-0.3316043569466821,2.057873392154645,1.2499414815588297,20.857363,1.223568
3183371730492862208,74.6502907793015,-9.093449499380906,-1.7374841210570358,1.0328190522933942,0.448822743869903,20.547476,0.98945236
3183371794919164160,74.60548925602316,-9.099209340702592,0.0746647261787676,0.9705988755738524,-0.1668154354486921,19.910482,0.6904545
3183371799213268736,74.60812938533655,-9.09630456684462,0.5089186868369363,3.847374237288992,1.9584015976937248,17.19275,1.1789417
3183371799213269248,74.60969882430244,-9.10008198263893,2.1137542983817204,5.426275826903942,-8.849530095270671,11.164258,0.6394911
3183371799213269376,74.60839843592804,-9.100919827567672,2.144681923928621,5.229750590358304,-8.907130941922635,12.96827,0.79784775
3183371863636359424,74.59401175405519,-9.09508853620674,0.1349454760794255,1.0872464270973925,-0.3205481838238822,19.156294,1.0137558
3183371932355847168,74.63278751620213,-9.082847006828992,1.1038099546514843,-5.84715164663834,-1.448246706552987,19.575994,2.0006027
3183372001075327360,74.61624604320518,-9.079149777085464,0.1108463581957841,-1.9812204002724916,0.8907767452633233,19.726442,2.0051746
3183372001075332864,74.62011064287826,-9.072187294629892,0.0846414959283452,-3.048660718381857,0.8918390628866151,20.226545,1.338522
3183372005371697024,74.61183505659888,-9.073998111676795,0.3772335670472726,1.3855201953075111,-5.329906514141653,17.38652,1.0517254
3183372069794713344,74.45833427173025,-9.20086001334725,-0.0749157828695717,4.492061596784781,-3.865919668462221,18.5582,0.59090614
3180637176355752448,74.5173491386948,-11.25954067474198,1.0458965595237928,6.494547529327797,2.0230736889227723,20.319647,1.7419758
3183372069794714368,74.45066966611141,-9.198683265480112,0.6805680925974651,0.1476968996633474,5.85441968477861,16.761911,1.0417385
3356198908086382720,99.74283318024187,14.930927814531074,0.5105256821889683,-0.2288768749413937,-2.3798541321774813,18.046097,1.4332333
3356198908086398208,99.73365183090856,14.937100475016516,0.988551633535194,-1.8702735611338204,-5.717895248808534,18.428482,2.4142036
3356198908089131392,99.7375656048825,14.925455735705992,0.419681810223638,-0.8843746912909161,0.7844263102905424,18.74415,1.6020584
3356198908090015104,99.7294837962822,14.932581368993551,-0.7466397445294023,-1.460379366929166,-0.6487909168473923,20.352274,1.3766022
3356198912382442112,99.7315047099383,14.931901331018697,-0.3456608578764258,-0.5613144209930692,-2.958015644821874,20.44031,2.2431374
3356198912383737216,99.73994488560692,14.930393111643186,2.3367849620722465,1.8149246772254377,-0.9143005148819424,20.331558,1.5802631
3356198912385518336,99.7350507848384,14.9295082149669,0.4164659742435477,0.392829840109044,-0.224703609186259,16.080881,1.1277857
3356198912385518464,99.73012070712504,14.933961811120492,0.3388267351060374,-0.5448677889023771,-1.5931412921741794,17.625753,1.0670853
3356198942446134784,99.74030286086736,14.93673058572668,0.152758813697764,0.968219312716348,-0.7470899521842554,18.93331,1.3097515
3356198942446142464,99.74504523541395,14.940272811889423,0.5500115229336082,0.6532085081057812,-1.854321421013672,19.459942,1.5461254
3356198942446150400,99.73874736276892,14.943637188242736,0.9559229176937476,-0.39947414353616,-1.171399850853872,19.900831,1.6923542
3356602226993997056,96.58036770189504,14.220205872501635,1.9486515376350573,-0.2953473272278401,-0.7535008134841253,20.211668,1.6825523
3356602226995588864,96.59099974048377,14.22740601240812,0.3461390358416071,-0.7488181115958417,-3.6458764297128967,16.597277,1.1261139
3356602226995589888,96.577474115944,14.232798206867535,0.2783330724400047,0.3094679020330942,-1.3508441300491765,16.558727,1.0118294
3356602226995591424,96.58366006084304,14.220448991734816,0.4176940689505758,-2.3550236365396686,-3.0180094858035376,17.852633,1.2394657
3356602226995745664,96.58578160754315,14.22780642514799,0.1176691514977696,-0.9468209586327494,-0.758964796437063,17.31914,1.2786579
3356602257057395456,96.589676460578,14.2318387899874,0.2629959393868521,0.2273256804917642,1.5319350177478095,19.361238,1.6463203
3356602257057398016,96.59256068934016,14.232073511287938,0.7106618284705789,-3.674112882474119,2.2449412432974194,17.747908,1.4858665
3356602257057402624,96.59988762946146,14.234540898621868,0.6311113213690643,1.479131270859839,-0.2991285433772467,19.770689,1.5097961
3356602257057407232,96.60119211157956,14.236226109269095,0.397085559249925,2.526435091090512,-2.0060094552267125,17.59727,1.6032047
3356198946742143744,99.74580430208717,14.948203690472448,0.550891025226319,-0.9080340150883308,-0.2880920536704652,18.023022,1.0727844
3356602257057409280,96.5823168366084,14.236863090705745,0.6169544545355211,-0.1662853820971771,-1.1794390432221749,18.689703,1.5872135
3356198946743467776,99.7456473426888,14.934810951984222,0.872266644794406,-0.3726504958869817,-0.1040086845295011,20.340174,1.6463261
3356198946743469696,99.74378402360918,14.934540173073229,1.3990110704101746,-1.703000450783836,0.4062983113062476,20.460997,1.6697121
3356602257057422336,96.59209757535425,14.24314582668101,0.3409452024267334,0.8207168346557254,-2.883855928694122,18.746931,1.4718227
3185553333363601152,67.94138406489444,-9.401488486710088,0.2654589768859058,1.87150825350194,1.3418211329095862,16.111523,0.9262352
3185553367723338112,67.94667424257831,-9.380212441665096,2.069996030112636,-6.097859285678185,7.142213542169208,15.528276,1.4683027
3185553432145392640,67.94545306233267,-9.37398279897678,-0.2194209407045915,4.129174964168759,2.874529976419903,19.719896,1.6216049
3185553466505419904,67.76201875172814,-9.50979086915857,1.1242044579371613,7.332257116128622,-2.454303272288878,18.891861,2.2349606
3185553470800395136,67.76564164271913,-9.503624166695154,1.5278249868478235,1.9014771494441072,-5.349117207910701,20.915224,1.4765606
3185553470802489856,67.76601062975038,-9.510660119195345,2.2405205841885545,9.508279653717336,-4.876381142889415,10.959843,0.7975826
3185553500864842624,67.77769791131972,-9.496946330063862,1.188061101382642,-13.271285690889025,-4.299310107077715,18.80575,2.466013
3185553539521966336,67.75478027064271,-9.49459292685435,0.321756994430988,0.0908834186853927,-1.9991977609979763,16.98904,0.85252
3185553539521966464,67.7501398041247,-9.49308438115878,0.551805143618237,2.619259650697387,4.1111513649069655,16.57784,0.8860245
2061795820633129088,303.04270212107326,39.11897754849852,0.413045523992004,-2.067391941143364,-2.960588755791904,18.770046,2.999281
3185553603944060928,67.78529027708177,-9.482856982569793,0.249122487338056,1.9017383203167564,-4.436495565199396,18.664883,0.84988594
3356602257057516416,96.5954239179377,14.239975580721488,0.3867218065982743,-0.1707182776158194,-1.5116148181237083,18.605783,1.5644226
3185553608241442432,67.78713069841096,-9.485830552623115,0.1639008755664018,0.6111675374641409,0.1939277078425754,17.029545,0.823349
3356873978166122880,98.4823589615577,14.623912169692847,1.568807574500075,-2.1070466773108314,5.235826471544533,14.482805,1.0175514
3356874008225207168,98.50291560210005,14.6178373673099,0.7030591650341961,-0.6259456465735254,-0.6474319194407409,19.022165,1.5228844
3356874008225212160,98.49428894010124,14.6226946814507,0.5316433333523974,-3.719407508758152,-0.5836805531551434,19.528614,2.2906456
3356874008225746432,98.50474537391617,14.622500919011882,0.1635969334875454,0.582559667292612,-1.8659042277497464,20.107853,1.4153366
3356874012522300032,98.5126595656276,14.62283592117451,-0.7310755589436131,-1.9987542761249173,0.1152587171298127,19.948471,1.9681244
3356874012522305408,98.50080069257564,14.62797063331553,0.2039059649315326,0.91431545575145,1.6686300883726752,20.46607,1.8341618
3356874012522306432,98.50992298907111,14.618354903936783,1.476730748322706,4.202362829853987,-0.3384812119395457,20.012339,2.4451332
5816882124050142592,255.9393644757076,-64.06401470088251,0.501477653567415,-2.269190581535196,-10.751225744891649,20.439035,1.4863167
5816882124050144512,255.93113516732328,-64.06214700101373,0.09044174412602,-1.8863494673942824,-5.828802470766916,20.756166,0.91910934
3356874012525227008,98.50062063204956,14.62501156898527,0.2451026216246893,-1.4095611927141851,-1.0615199923668257,13.837211,1.6659203
2061845406039165824,301.8533132405457,38.526676349896704,0.6740806654492797,-2.918686894594986,-5.335794948434709,20.38101,2.214737
3356874042584961152,98.50649099009352,14.63353760499446,0.9859675990744464,0.451904751566759,-0.7609000698091519,19.011715,1.3191586
3178028413221866752,69.95139343928763,-12.32152533980232,2.76324274759466,-0.7668535574203388,20.982549465763174,16.842266,2.1566544
2061845406036680448,301.8601433045749,38.51630309298131,0.6221665637020141,-3.628658302114921,-7.935743229557713,19.221613,
2061845406036683648,301.86264021852566,38.52026994862064,0.2556270602707186,-4.27729721840308,-5.408677150759448,19.666077,2.0051613
2061845406036696320,301.8616220821471,38.52421444413894,0.5552719796264723,-2.7257917383889403,-5.269678471948053,19.838955,1.8067799
2061845406036698112,301.8641014659405,38.52791980657816,-0.3419493077357372,-3.518361541202564,-4.662326617729417,19.39445,1.7571278
2061845406036706432,301.86475695604213,38.53146848389173,0.1932223771997338,-0.9537899491107932,-2.113090756301402,18.759497,1.84799
2061845406036712064,301.8560669631263,38.52190037889015,0.6408797235974135,-0.746763006255919,-9.010580782565867,19.831095,
2061845406036715008,301.863078575242,38.531867709226,0.2078642498966987,0.9851416605747934,-3.997608597407054,19.36392,1.8986225
2061845406036715136,301.85898211517787,38.52639749290949,-0.006546079488346,-1.6413709559056011,-3.018318005666353,17.838524,2.442484
2061845406036727168,301.85986767165014,38.52935656213024,0.4996120581347154,-1.803626577307334,-4.784967354831383,20.25727,1.285759
2061845406036727552,301.8573491402676,38.52895968244764,0.3885537614154767,-5.353508255503527,-11.051214916991906,20.024733,
2061845406036753152,301.8550639662228,38.53274285023971,0.2984688102043613,-3.678480208082105,-7.25634424082174,19.040245,1.7932701
2061845406036754176,301.85604906555017,38.53424604910872,0.0948100387827946,-2.9165329426051945,-6.631277495680219,19.599264,1.8652592
2061845406039147136,301.8575822634492,38.51992997681085,0.1385395717320329,-3.105152806207795,-4.306121628030294,20.477785,1.7703857
3180637176356386432,74.51502422207,-11.25849030138186,1.4636780842625197,8.56685628527151,-1.2419085416197209,14.209407,1.0623016
5817073056820268800,258.01609445967017,-64.03036327567916,0.1695412980963672,-4.981116734305282,-7.119899594648766,19.877325,0.9125328
5817073056820280192,258.0155625208989,-64.02754024471375,1.116163270389421,-2.773763151889115,-0.2112416436118447,20.45937,1.0805664
5817073056820286720,258.0019118843468,-64.02539975761484,0.4875264802166715,-2.70667454201803,-5.530096858557618,19.425802,1.5318966
5817073056820298240,257.98892016478254,-64.02073011682579,0.6576477399469717,-6.01486431311004,-3.759564596318843,19.482088,1.1880455
5817073056820310400,257.9928046500214,-64.01773204267239,4.501921474480369,-2.749480530518905,3.811876950307625,19.890837,1.1887379
5817073061119823232,258.0144546322722,-64.02083514241734,0.3950412818479663,-2.4804341149763336,-3.4145920261875764,18.837328,1.6913185
5817073061121324544,258.0056149542021,-64.02784878633528,-0.9934022994513768,-3.585021494055181,-7.158630918100123,20.73355,1.0201416
5817073061121326464,258.004946366065,-64.02587492227443,-1.1263175325330306,-2.383472787819076,-6.164258291427952,20.269016,0.7557316
5817073061121327744,258.0101707834283,-64.02307388303083,0.1957540098048057,-2.544972789896548,-7.483330920282272,20.722692,0.7607174
2061845406039147520,301.86021185127095,38.5198484107601,0.2343646188095117,-1.3018265063178285,-2.8347301131134555,20.057438,1.9647408
5817073061121328256,258.0196365712674,-64.020921446868,0.2029322916530219,-2.081074884439097,-2.924930722474188,20.838743,0.67342186
2061845406039159680,301.85322773576024,38.52433844758322,0.6247408016022973,-2.7540488424084715,-6.203674262158208,20.151108,1.9470348
5817073061121336960,257.9994398524731,-64.01379323300569,1.3069302851728355,-3.75689118418096,-9.157669428657831,20.689024,2.186327
5817251800480924672,256.76522926284366,-63.8730334903851,0.187560273810931,-10.939552293499862,-7.131102675713419,18.317856,0.77633667
