full_name,epoch,e,q,i
     C/1915 R1 (Mellish),2420762.5,1.000943446906301,0.4633460187787822,52.41415443034447
     C/1916 G1 (Wolf),2421379.5,0.999421832561246,1.686430803053937,25.65872680056235
     C/1917 F1 (Mellish),2421335.5,0.993029439409544,0.1901965582938094,32.68628345667515
     C/1917 H1 (Schaumasse),2421373.5,1.000064710793971,0.76416988084517,158.7392670349381
     C/1918 L1 (Reid),2421750.8794,1.0,1.101641,69.7093
     D/1918 W1 (Schorr),2421932.5,0.4682912760063241,1.883064703858838,5.571980277110162
     C/1919 Q2 (Metcalf),2422219.5,0.9997785887492252,1.115203618002338,46.38315800414978
     C/1919 Y1 (Skjellerup),2422326.674,1.0,0.29769,123.175
     C/1920 X1 (Skjellerup),2422700.5,0.9940707014676404,1.147895223452719,22.03030292340758
     C/1921 E1 (Reid),2422789.5,1.000575704857689,1.008453601302055,132.1887837042348
     C/1921 H1 (Dubiago),2422830.5,0.934738163936042,1.11612246632461,22.3454025246227
     C/1922 B1 (Reid),2422991.2661,0.986968,1.629083,32.4456
     C/1922 U1 (Baade),2423399.5,1.000472786542865,2.258669142916854,51.45570892343142
     C/1922 W1 (Skjellerup),2423423.7232,0.993735,0.92359,23.3659
     C/1923 T1 (Dubiago-Bernard),2423741.8481,1.0,0.777832,113.792
     C/1924 F1 (Reid),2423840.5,0.998598,1.755695,72.3273
     C/1924 R1 (Finsler),2424056.5,0.9985300363658632,0.405911300403473,120.1138179934646
     C/1925 F1 (Shajn-Comas Sola),2424400.5,1.002432,4.180785,146.7131
     C/1925 F2 (Reid),2424360.5,0.995116,1.633299,26.9797
     C/1925 G1 (Orkisz),2424240.5,1.000605,1.109477,100.0224
     C/1925 V1 (Wilk-Peltier),2424491.7674,1.000505,0.763569,144.598
     C/1925 W1 (Van Biesbroeck),2424440.5,1.000382,1.566243,49.3307
     C/1925 X1 (Ensor),2424558.4728,1.0,0.322588,123.0003
     C/1926 B1 (Blathwayt),2424520.5,0.992384,1.345477,128.2986
     C/1927 A1 (Blathwayt),2424918.5,1.0,1.035782378393369,92.35652197611763
     C/1927 B1 (Reid),2424913.5,1.001186340333735,0.7500311316040593,83.66961501635866
     C/1927 E1 (Stearns),2424998.5,1.001265119258339,3.685078806240951,87.68954297443118
     C/1927 X1 (Skjellerup-Maristany),2425240.5,0.99984,0.176157,85.1126
     C/1929 Y1 (Wilk),2425998.8098,0.999028,0.672235,124.5103
     C/1930 D1 (Peltier-Schwassmann-Wachmann),2425992.1099,0.998131,1.087114,99.883
     C/1930 E1 (Beyer),2426080.5,1.000524,2.078632,71.9693
     C/1930 F1 (Wilk),2426080.5,0.992194,0.48181,67.1409
     C/1930 L1 (Forbes),2426133.5,1.0,1.1528,97.0912
     C/1931 O1 (Nagata),2426619.5,0.9784511602778916,1.046194951708566,42.30241346735011
     C/1931 P1 (Ryves),2426560.5,0.999326,0.074924,169.2881
     C/1932 G1 (Houghton-Ensor),2426760.5,0.972127,1.254431,74.2776
     C/1932 H1 (Carrasco),2426827.5,1.000105770060531,2.318384552850102,58.08349554276007
     C/1932 M1 (Newman),2426927.5,1.000493262239575,1.647387981465154,78.38847306847423
     C/1932 M2 (Geddes),2427167.5,0.9992944636212684,2.312627165741982,124.9768975087974
     C/1932 P1 (Peltier-Whipple),2426950.5,0.9768933715523872,1.037232709709144,71.72328481045028
     C/1932 Y1 (Dodwell-Forbes),2427092.5,0.9721601688118112,1.13076471811535,24.50246046133467
     C/1933 D1 (Peltier),2427132.5,0.9999987288461322,1.000678651794773,86.68037351127141
     C/1935 A1 (Johnson),2427861.5,0.9912972447868458,0.8111423372100578,65.42363655435526
     C/1935 M1 (Jackson),2427687.4205,1.0,3.4857,141.9494
     C/1935 Q1 (Van Biesbroeck),2428280.5,1.002045,4.043409,66.1122
     C/1936 K1 (Peltier),2428353.5,0.9919545887103558,1.099880280774041,78.54741574991213
     C/1936 O1 (Kaho-Kozik-Lis),2428360.5,0.994389,0.518403,121.9417
     C/1937 C1 (Whipple),2428675.5,1.000162271189241,1.733768710859798,41.5517215216521
     C/1937 D1 (Wilk),2428609.5,0.9806432597192334,0.6188896669079835,26.01402274001816
     C/1937 N1 (Finsler),2428741.5,1.000378456983414,0.8627481875975224,146.4133559259673
     C/1937 P1 (Hubble),2428480.5,0.972499,1.953657,11.5806
     C/1939 B1 (Kozik-Peltier),2429302.5,0.9954512374866702,0.7164845262786019,63.5263889552737
     C/1939 H1 (Jurlof-Achmarof-Hassel),2429390.5,0.991503163590178,0.5282550690622948,138.1678518210673
     C/1939 V1 (Friend),2429600.5,0.997192,0.945209,92.952
     C/1940 O1 (Whipple-Paraskevopoulos),2429920.5,0.980843,1.082228,54.6906
     C/1940 R2 (Cunningham),2430000.5,1.000485,0.367751,49.8942
     C/1940 S1 (Okabayasi-Honda),2429840.5,1.001459,1.061768,133.1141
     C/1941 B1 (Friend-Reese-Honda),2430014.8778,0.981221,0.941864,26.2756
     C/1941 B2 (de Kock-Paraskevopoulos),2430040.5,0.999102,0.790033,168.2039
     C/1941 K1 (van Gent),2430240.5,1.000243,0.874789,94.5165
     C/1942 C1 (Whipple-Bernasconi-Kulin),2430447.5,1.001018733305793,1.445344078269943,79.45403386166006
     C/1942 C2 (Oterma),2430503.5,1.00118200911091,4.113405017886291,172.5143202415896
     C/1942 EA (Vaisala),2430440.5,0.9268325022462542,1.288475522915787,37.86476012545564
     C/1942 X1 (Whipple-Fedtke-Tevzadze),2430760.5,0.992196,1.353647,19.7127
     C/1943 R1 (Daimaca),2430958.0465,1.0,0.7583,161.3186
     C/1943 W1 (van Gent-Peltier-Daimaca),2431061.5,0.9995129968874484,0.8742522971463439,136.1832972015461
     C/1944 H1 (Vaisala),2431201.5,0.9932232818359586,2.411170700921862,17.30490046005432
     C/1944 K2 (van Gent),2431280.5,1.002085,2.225933,95.0056
     C/1945 L1 (du Toit),2431592.6456,1.0,0.998063,156.508
     C/1945 W1 (Friend-Peltier),2431806.781,1.0,0.19435,49.48
     C/1945 X1 (du Toit),2431817.4652,1.0,0.007516,141.8734
     C/1946 C1 (Timmers),2431920.5,1.001169,1.724129,72.8427
     C/1946 K1 (Pajdusakova-Rotbart-Weber),2431981.5,0.9994347400867232,1.018412419910921,169.5598101545441
     C/1946 P1 (Jones),2432262.5,1.000978423487424,1.135979295928624,56.96488091901994
     C/1946 U1 (Bester),2432197.5,1.000611887328799,2.407675371650016,108.1758067235658
     C/1947 F1 (Rondanina-Bester),2432293.5,0.997276911002824,0.559812431842614,39.29159034209429
     C/1947 F2 (Becvar),2432289.5,1.0,0.961893288300247,129.1719029445965
     C/1947 K1 (Bester),2432329.5,1.000000894631009,1.40304624265441,111.4294374206732
     C/1947 O1 (Wirtanen),2432639.5,1.016751581500223,2.807880769807742,97.32480222740432
     C/1947 S1 (Bester),2432557.5,1.00034321036687,0.7481298302601674,140.5686763019341
     C/1947 V1 (Honda),2432528.5,1.001358053405969,0.7530447530400145,106.2853996315008
     C/1947 X1-A (Southern comet),2432538.5,0.9998429159440214,0.1100047057237862,138.5113764924656
     C/1947 X1-B (Southern comet),2432520.5,0.999629,0.110023,138.5332
     C/1947 Y1 (Mrkos),2432836.5,1.000412323925902,1.499709899604585,77.51234854308005
     C/1948 E1 (Pajdusakova-Mrkos),2432981.5,1.000930127030383,2.107136377436629,92.91766091339318
     C/1948 L1 (Honda-Bernasconi),2432727.5,1.001030099346672,0.206576729407629,23.19008415625071
     C/1948 N1 (Wirtanen),2433356.5,0.9994596478027756,2.517468047046625,130.2676031364743
     C/1948 R1 (Johnson),2432650.4538,1.0,4.70838,53.2325
     C/1948 T1 (Wirtanen),2433246.5,1.000697151956921,3.268165417882285,155.0784260245054
     C/1948 V1 (Eclipse comet),2432926.5,0.9999139951476824,0.1354393386439452,23.11627214557107
     C/1948 W1 (Bester),2432840.5,0.997499,1.273428,87.6054
     C/1949 K1 (Johnson),2433565.5,1.00071558624422,2.553078949130271,131.3516576039044
     C/1949 N1 (Bappu-Bok-Newkirk),2433411.5,0.9987821828125908,2.058249976986783,105.7677854995071
     C/1950 K1 (Minkowski),2433689.5,1.001217461389366,2.572331975014417,144.1552994448178
     C/1951 C1 (Pajdusakova),2433722.5,1.0,0.7190609507128092,87.89674413505469
     C/1951 G1 (Groeneveld),2433738.5,1.012974499044865,3.6250801138513,18.65099674960366
     C/1951 G2 (Groeneveld-Palomar),2433750.5,1.000900942788971,3.638503918436703,170.6540046812123
     C/1951 P1 (Wilson-Harrington),2433902.5,0.9997751384857462,0.7403988330927667,152.5313394318703
     D/1952 B1 (Harrington-Wilson),2434058.5,0.5143270327661007,1.66490665322923,16.3524015150941
     C/1952 H1 (Mrkos),2434195.5,0.9834479881008624,1.282807246682241,112.0345427662276
     C/1952 M1 (Peltier),2434232.5,0.99975207619408,1.201936503230722,45.55273790640106
     C/1952 Q1 (Harrington),2434343.5,0.9959529216343146,1.664987269250483,59.11667343400153
     C/1952 W1 (Mrkos),2434501.5,1.000191238331412,0.7777579139271542,97.176622025011
     C/1953 G1 (Mrkos-Honda),2434567.5,0.9974650942515167,1.022127349845494,93.85697605916248
     C/1953 T1 (Abell),2434830.5,1.000811949946325,0.9701847900581596,53.22829065415169
     C/1953 X1 (Pajdusakova),2434723.5,0.9999966978142102,0.0723058417294686,13.57093059135179
     C/1954 M1 (Harrington),2434948.5,0.9993577649332214,2.060901701859182,136.6439364344292
     C/1954 M2 (Kresak-Peltier),2434957.5,1.000226169430101,0.7463691020080301,88.53955010387051
     C/1954 O1 (Vozarova),2435055.5,1.073650629426197,0.7811835877776417,115.1835908358986
     C/1954 O2 (Baade),2435369.5,1.000558520047794,3.869943951048865,100.3877359130542
     C/1954 Y1 (Haro-Chavira),2435699.5,1.004602918507734,4.076983995782628,79.60083698060514
     C/1955 G1 (Abell),2435336.5,1.001767775017505,4.496225959274523,123.931312011867
     C/1955 L1 (Mrkos),2435302.5,0.9892134956255172,0.5343685807239261,86.5030098745164
     C/1955 N1 (Bakharev-Macfarlane-Krienke),2435335.5,0.9942486177853214,1.427451643787483,50.03395733633639
     C/1955 O1 (Honda),2435359.5,1.001111040009518,0.8846152852414721,107.523426624421
     C/1956 E1 (Mrkos),2435568.5,1.0,0.8422399999999999,147.4519
     C/1956 F1-A (Wirtanen),2436080.5,1.002745,4.447262,33.2017
     C/1956 R1 (Arend-Roland),2436028.5,1.000248060637703,0.3160431518484373,119.9443013099645
     C/1957 P1 (Mrkos),2436272.5,0.9993380057448968,0.3549360736788535,93.9567401962758
     C/1957 U1 (Latyshev-Wild-Burnham),2436177.6293,1.0,0.53913,156.7154
     C/1958 D1 (Burnham),2436319.5,0.9999161058372809,1.322687360751788,15.7879397491576
     C/1958 R1 (Burnham-Slaughter),2436679.5,0.999844920770664,1.628201741765237,61.25735988157741
     C/1959 O1 (Bester-Hoffmeister),2436760.5,1.002679,1.250534,12.8322
     C/1959 Q1 (Alcock),2436832.5,1.001309059245038,1.150410166905681,48.25893988626557
     C/1959 Q2 (Alcock),2436815.5,1.000431207331336,0.1658080627922902,108.0357262988652
     C/1959 X1 (Mrkos),2437072.5,0.9999887707362004,1.253241233083492,19.6361634078066
     C/1959 Y1 (Burnham),2437028.5,1.000297762958443,0.5044107473328405,159.600858870359
     C/1960 B1 (Burnham),2436988.5,0.9998319871074433,1.170776296902189,69.4997738088619
     C/1960 M1 (Humason),2437245.5,1.000333309647848,4.267539644853636,125.4739352815224
     C/1960 Y1 (Candy),2437308.5,0.9303366228665144,1.046718649650078,151.174695204052
     C/1961 O1 (Wilson-Hubbard),2437565.5,0.999919124121754,0.0401254397280461,24.21215784526208
     C/1961 R1 (Humason),2438161.5,0.9896140999299065,2.133469730848697,153.277926348577
     C/1961 T1 (Seki),2437615.5,0.9921500249394626,0.6812019176544553,155.7128581168566
     C/1962 C1 (Seki-Lines),2437814.5,1.000004460412146,0.0313976850899117,65.01448207761743
     C/1962 H1 (Honda),2437796.5,1.0,0.6530851148458818,72.8729631396983
     C/1963 A1 (Ikeya),2438145.5,0.9933842474710544,0.6321397784270697,160.6488370387985
     C/1963 F1 (Alcock),2438164.5,0.9979195023895624,1.537080421404611,86.21879340953434
     C/1963 R1 (Pereyra),2438327.5,0.9999449154648058,0.0050209257797214,144.5948157082143
     C/1964 L1 (Tomita-Gerber-Honda),2438628.5,0.995931673140822,0.5003606378860337,161.8322670371411
     C/1964 N1 (Ikeya),2438604.5,0.9852990882609368,0.8217416991326463,171.9194374096599
     C/1964 P1 (Everhart),2438682.5,0.9964961876654772,1.259278567330183,67.96901184538898
     C/1965 S1-A (Ikeya-Seki),2439040.5,0.999915,0.007786,141.8642
     C/1965 S1-B (Ikeya-Seki),2439040.5,0.999925,0.007778,141.861
     C/1965 S2 (Alcock),2439044.5,1.000344770029224,1.293958774951322,65.01079911557514
     C/1966 P1 (Kilston),2439377.5,0.9994802490474536,2.384768843976003,40.26453558158772
     C/1966 P2 (Barbon),2439381.5,0.9981100105532956,2.018741250374431,28.70761554007354
     C/1966 R1 (Ikeya-Everhart),2439391.5,1.000046376510125,0.8818332327890895,48.27887562781181
     C/1966 T1 (Rudnicki),2439448.5,1.000390185164211,0.4192092682853801,9.07980814275576
     C/1967 C1 (Seki),2439535.5,0.999902934388138,0.457379768802979,106.4684260317953
     C/1967 C2 (Wild),2439556.5,1.0,1.327154232154989,99.10507629044324
     C/1967 M1 (Mitchell-Jones-Gerber),2439694.5,1.0,0.1782497333279935,56.70804289838751
     C/1967 Y1 (Ikeya-Seki),2439933.5,0.9991563598464096,1.696578645190065,129.3153394848853
     C/1968 H1 (Tago-Honda-Yamamoto),2439993.5,0.996216152871532,0.6803765567918421,102.170260827142
     C/1968 L1 (Whitaker-Thomas),2440039.5,1.0,1.234006210401463,61.76736765379164
     C/1968 N1 (Honda),2440103.5,1.000716341929664,1.160438392435118,143.2382540575698
     C/1968 Q1 (Bally-Clayton),2440118.5,1.0,1.771093642403217,93.16937674429784
     C/1968 Q2 (Honda),2440151.5,1.0,1.099008155660729,127.9125237981974
     C/1968 U1 (Wild),2440153.5,0.9999357667285168,2.603056943720637,135.132950073001
     C/1968 Y1 (Thomas),2440266.5,0.9953022373666104,3.316097536476139,45.22934648663867
     C/1969 O1-A (Kohoutek),2440680.5,0.999125,1.719085,86.3128
     C/1969 P1 (Fujikawa),2440479.5,1.0,0.7739190138811818,8.92520148862098
     C/1969 T1 (Tago-Sato-Kosaka),2440607.5,0.9999261768154586,0.4726393519736965,75.81774999845335
     C/1969 Y1 (Bennett),2440688.5,0.9962932802768788,0.5376201462339973,90.03981104585797
     C/1970 B1 (Daido-Fujikawa),2440621.5,1.000019131986975,0.0657458120580609,100.1828069273288
     C/1970 K1 (White-Ortiz-Bolelli),2440735.5,0.9999491097153224,0.0088440581484023,138.952248874754
     C/1970 N1 (Abe),2440870.5,1.000036917060185,1.112540542309455,126.7199098159451
     C/1970 U1 (Suzuki-Sato-Seki),2440890.5,1.0,0.405492588951436,60.78505008715096
     C/1971 E1 (Toba),2441079.5,1.000977557448894,1.233346079429477,109.6842366415511
     C/1971 M1 (Edwards),2441136.5,1.0,2.881428578749651,97.14923648416678
     C/1972 E1 (Bradfield),2441431.5,0.9981407981213752,0.9272182497077516,123.6926884485779
     C/1972 F1 (Gehrels),2441534.5,0.997885987019788,3.276470837124134,175.6107452139865
     C/1972 L1 (Sandage),2441601.5,1.00634381107676,4.275740751076174,79.3680602292075
     C/1972 U1 (Kojima),2441701.5,1.001042511509785,2.147034345453323,141.8555582082213
     C/1972 X1 (Araya),2441860.5,0.9994972513282409,4.860839683910214,113.0899588614154
     C/1973 A1 (Heck-Sause),2441743.5,1.000573187341504,2.511110188727399,138.6301497499886
     C/1973 D1 (Kohoutek),2441792.5,0.9987497307459786,1.382020849039407,121.5980626538528
     C/1973 E1 (Kohoutek),2442022.5,1.000007809885518,0.1424250322974156,14.3041449344601
     C/1973 H1 (Huchra),2441832.5,0.9729413418634796,2.384239652171013,48.32962519850134
     C/1973 N1 (Sandage),2442105.5,1.000225701128461,4.812051393080041,137.4036266401655
     C/1973 W1 (Gibson),2442129.5,1.000460502403451,3.842302627644287,108.0646651988348
     C/1974 C1 (Bradfield),2442157.5,0.999734032997065,0.5031900075045974,61.28458066033681
     C/1974 F1 (Lovas),2442514.5,0.9997974850797962,3.011473790586171,50.64840730503181
     C/1974 O1 (Cesco),2442280.5,0.9793820502573028,1.372893388503958,173.158462853305
     C/1974 V1 (van den Bergh),2442486.5,1.003665020178786,6.019169861633006,60.85617054614717
     C/1974 V2 (Bennett),2442370.5,0.999910263666842,0.8646478595532839,134.8270076445731
     C/1975 E1 (Bradfield),2442574.5,1.001406387646928,1.21694567481709,55.24387883063348
     C/1975 N1 (Kobayashi-Berger-Milon),2442633.5,1.000091759247564,0.4255641219754202,80.78130071232948
     C/1975 T1 (Mori-Sato-Fujikawa),2442764.5,0.9974574507630244,1.603933745728527,91.60772120237024
     C/1975 T2 (Suzuki-Saigusa-Mori),2442716.5,0.985601400550175,0.8380527730324591,118.232772184739
     C/1975 V1-A (West),2442908.5,1.000016087612074,0.1965949685310734,43.07404350452942
     C/1975 V2 (Bradfield),2442768.5,1.000015384247748,0.218720706696388,70.62616034845553
     C/1975 X1 (Sato),2442765.5,1.001508000860778,0.8639704105182059,93.95712190458552
     C/1976 D1 (Bradfield),2442845.5,0.9934253258175996,0.8477926204906571,46.83093509134207
     C/1976 D2 (Schuster),2442967.5,1.001119473822938,6.879570675889903,112.0269064312303
     C/1976 E1 (Bradfield),2442849.5,0.9998706957617284,0.6782929014758708,147.7782128671691
     C/1976 J1 (Harlan),2442956.5,0.9997424038044463,1.568851342695225,38.80562820444288
     C/1976 U1 (Lovas),2443179.5,1.003668373896987,5.857482050011569,86.62865480500723
     D/1977 C1 (Skiff-Kosai),2443197.5,0.2591711212170127,2.849755479466589,3.201388343517217
     C/1977 D1 (Lovas),2443268.5,1.003403581752244,5.715993173519972,64.52228501434335
     C/1977 H1 (Helin),2443255.5,0.9999924884560688,1.117546916071029,43.19493843748117
     C/1977 R1 (Kohler),2443448.5,0.9995493480893816,0.9905764878202094,48.71186547368851
     C/1977 V1 (Tsuchinshan),2443513.5,0.9993960687653128,3.603188797635113,168.5487062776265
     C/1978 A1 (West),2443593.5,1.002695108937016,5.606238969896822,116.9210445079933
     C/1978 C1 (Bradfield),2443562.5,1.0,0.4365735880611376,51.08672373009114
     C/1978 G2 (McNaught-Tritton),2443748.5,1.004626711956858,6.284334363820212,153.1809567823259
     C/1978 H1 (Meier),2443855.5,1.000849678502475,1.136526267667807,43.7613810065378
     D/1978 R1 (Haneda-Campos),2443773.5,0.6652372694513079,1.101418864587408,5.947351676725304
     C/1978 R3 (Machholz),2443814.5,1.000281438614087,1.771588233052446,130.6364263806672
     C/1978 T1 (Seargent),2443796.5,0.9983332473562874,0.3698759521919549,67.82827521718407
     C/1978 T3 (Bradfield),2443800.5,0.999999211314187,0.4317917410740108,138.2678564281347
     C/1979 M1 (Bradfield),2444088.5,1.000032140854782,0.4132167734883136,136.2287207444014
     C/1979 M3 (Torres),2444069.5,1.001024344919965,4.686874718540132,92.178306499438
     C/1979 Q1 (SOLWIND),2444116.449,1.0,0.0048,141.456
     C/1979 S1 (Meier),2444179.5,0.9729983601237788,1.431958164450982,67.07939296523126
     C/1979 Y1 (Bradfield),2444263.5,0.9880381363652364,0.5453012379815432,148.6025329128723
     C/1980 E1 (Bowell),2444972.5,1.057732866190401,3.363939864961739,1.661741742960259
     C/1980 L1 (Torres),2444445.5,1.000179498734231,2.58390699001187,73.14805939142283
     C/1980 O1 (Cernis-Petrauskas),2444480.5,1.0,0.5228969332008477,49.06823467734265
     C/1980 R1 (Russell),2444525.5,1.001824915619049,2.112444991216334,128.7065269601819
     C/1980 V1 (Meier),2444618.5,0.9945974719402652,1.519493664295616,100.985508487787
     C/1980 Y1 (Bradfield),2444630.5,0.9997253771673678,0.259823466168743,138.5851793695298
     C/1980 Y2 (Panther),2444661.5,0.9986571433516916,1.657186652847665,82.64612769436714
     C/1981 B1 (SOLWIND),2444631.6,1.0,0.00792,140.676
     C/1981 G1 (Elias),2444992.5,1.001402143036618,4.74264583726577,115.3003461297872
     C/1981 H1 (Bus),2444756.5,0.9988615388734174,2.458093810179234,160.6636796929077
     C/1981 M1 (Gonzalez),2444823.5,0.9993513433653152,2.333585346767921,107.1448678549008
     C/1981 O1 (SOLWIND),2444805.836,1.0,0.00612,141.706
     C/1981 V1 (SOLWIND),2444913.032,1.0,0.0045,143.847
     C/1981 W1 (SOLWIND),2444929.11,1.0,0.0048,135.48
     C/1982 M1 (Austin),2445217.5,0.9993961712201156,0.6478121788309483,84.49498334186687
     C/1983 H1 (IRAS-Araki-Alcock),2445467.5,0.989887820877704,0.9913409756028386,73.25137867780242
     C/1983 J1 (Sugano-Saigusa-Fujikawa),2445469.5,0.999901547872362,0.47108414175259,96.62288425333152
     C/1983 J2 (IRAS),2445484.5,0.9947161240391228,1.416663151060624,152.1734647460445
     C/1983 N1 (IRAS),2445694.5,0.999369618581692,2.418057519618018,138.832958703017
     C/1983 N2 (SOLWIND),2445523.39,1.0,0.0049,142.23
     C/1983 O1 (Cernis),2445833.5,1.001526423823479,3.317948219647231,134.6953030232434
     C/1983 O2 (IRAS),2445755.5,1.000129774918284,2.254796852132014,120.7360090973635
     C/1983 R1 (Shoemaker),2445673.5,1.000199231156927,3.344912080584129,137.5972577774534
     C/1983 S2 (SOLWIND),2445602.688,1.0,0.00753,143.987
     C/1984 A1 (Bradfield 1),2445755.5,0.9523151691976424,1.357490494767276,51.80056575868125
     C/1984 K1 (Shoemaker),2446470.5,1.000722750789815,2.696507251222518,116.6654291977496
     C/1984 N1 (Austin),2445956.5,0.999848381661095,0.2912830513314226,164.1531608541596
     C/1984 O2 (SOLWIND),2445910.056,1.0,0.01541,136.386
     C/1984 Q1 (SOLWIND),2445935.72,1.0,0.0049,144.14
     C/1984 R1 (SOLWIND),2445960.92,1.0,0.1051,36.92
     C/1984 S1 (Meier),2445966.5,0.9989803221394052,0.856607869347438,145.6144830890252
     C/1984 U1 (Shoemaker),2446231.5,0.9944083726612496,5.489110683048431,179.2123013434819
     C/1984 U2 (Shoemaker),2446068.5,0.970910096789837,1.21451321305621,13.88136719631063
     C/1984 V1 (Levy-Rudenko),2446071.5,0.9992110362224068,0.9179483098386968,65.71461395786685
     C/1984 W2 (Hartley),2446479.5,0.9994729519918752,4.000284584723119,89.32693896201644
     C/1985 K1 (Machholz),2446235.5,1.0,0.1062503320789703,16.2764792831799
     C/1985 R1 (Hartley-Good),2446371.5,0.9998872234733124,0.6945805292340071,79.92954402939705
     C/1985 T1 (Thiele),2446415.5,0.983282486979934,1.317140970666608,139.0692832678015
     C/1986 E1 (Shoemaker),2446598.5,0.9468403243579108,3.593858358810529,159.8084469070837
     C/1986 N1 (Churyumov-Solodovnikov),2446809.5,0.999207112439118,2.642129690673336,114.918049447395
     C/1986 P1 (Wilson),2446824.5,1.000314965394949,1.199647969411932,147.1191679685332
     C/1986 P1-A (Wilson),2446920.5,1.000312,1.199651,147.1191
     C/1986 P1-B (Wilson),2446920.5,1.000797,1.199345,147.1192
     C/1986 V1 (Sorrells),2446850.5,0.9999259536806998,1.721157527143638,160.5798246092682
     C/1987 A1 (Levy),2446845.5,1.000394410239314,0.921480109921712,96.58291953229757
     C/1987 B1 (Nishikawa-Takamizawa-Tago),2446852.5,0.9957982687062688,0.8695884734222341,172.2299851880503
     C/1987 B2 (Terasako),2446833.5,0.9952200165169108,0.392886751129357,40.85689340199738
     C/1987 F1 (Torres),2447179.5,1.001208939868476,3.624286572221827,124.0787132105054
     C/1987 H1 (Shoemaker),2447102.5,1.003211651514714,5.457290495540165,132.4851563650379
     C/1987 P1 (Bradfield),2447128.5,0.9947371258513272,0.8689564396071634,34.08806680570367
     C/1987 Q1 (Rudenko),2447065.5,1.00044313308015,0.6026024363277476,114.8752757183371
     C/1987 T1 (Levy),2447092.5,0.9999904334395116,0.5152613981717605,62.53265896386944
     C/1987 T2 (SMM),2447074.569,1.0,0.00538,144.256
     C/1987 U3 (McNaught),2447168.5,0.9985580735770364,0.8411667057302886,97.12648071037728
     C/1987 U4 (SMM),2447086.527,1.0,0.00627,144.466
     C/1987 W1 (Ichimura),2447127.5,0.9999993915312224,0.1995184647105148,41.62050035038317
     C/1987 W2 (Furuyama),2447172.5,1.000230074467561,1.679521743225016,117.7819673357609
     C/1987 W3 (Jensen-Shoemaker),2447346.5,1.0036030577622,3.33274485451239,76.70040669090791
     C/1988 A1 (Liller),2447277.5,0.9965633764274856,0.8413360057805781,73.3223550230319
     C/1988 B1 (Shoemaker),2447366.5,1.003064789821794,5.030938926756805,80.56829425460953
     C/1988 C1 (Maury-Phinney),2447236.5,1.00000052935711,1.930675205805696,93.15868283813296
     C/1988 F1 (Levy),2447303.5,0.9977148303712776,1.174205476295893,62.8077422039957
     C/1988 J1 (Shoemaker-Holt),2447335.5,0.9978077677216638,1.174487155633374,62.80704966954395
     C/1988 L1 (Shoemaker-Holt-Rodriquez),2447471.5,1.000677161723782,2.474297137882745,97.68855989990996
     C/1988 M1 (SMM),2447340.284,1.0,0.00516,144.706
     C/1988 P1 (Machholz),2447392.5,0.9999993863078254,0.1645515520800235,40.19865550657445
     C/1988 Q1 (SMM),2447395.319,1.0,0.00591,144.436
     C/1988 T1 (SMM),2447446.572,1.0,0.00513,144.786
     C/1988 U1 (SMM),2447459.364,1.0,0.00579,144.716
     C/1988 W1 (SMM),2447483.869,1.0,0.0059,144.796
     C/1988 Y1 (Yanaka),2447538.5,1.0,0.4278137122523382,71.010955287298
     C/1989 A1 (Yanaka),2447561.5,0.99863759034489,1.89462089587541,52.40972258159897
     C/1989 A3 (Bradfield),2447551.5,0.9780924999204414,0.4205173924583054,83.05927426289587
     C/1989 A5 (Shoemaker),2447551.5,0.9955190584954484,2.63963762977597,96.55853481837318
     C/1989 A6 (Shoemaker),2447567.5,1.0,2.207946223400923,25.50559647350688
     C/1989 L1 (SMM),2447680.078,1.0,0.00557,144.636
     C/1989 N3 (SMM),2447716.272,1.0,0.00462,144.786
     C/1989 Q1 (Okazaki-Levy-Rudenko),2447807.5,1.000055680059212,0.6423305102281119,90.14594204719144
     C/1989 R1 (Helin-Roman),2447789.5,0.999994757758242,1.324503842098288,128.1332600251004
     C/1989 S1 (SMM),2447798.355,1.0,0.00476,144.768
     C/1989 T1 (Helin-Roman-Alu),2447847.5,0.990613991284016,1.04731853373744,46.03653761099656
     C/1989 W1 (Aarseth-Brewington),2447865.5,1.000064988346867,0.3006888887045017,88.38628146982141
     C/1989 X1 (Austin),2447998.5,1.000228081863031,0.3497738959103122,58.9563677985423
     C/1989 Y1 (Skorichenko-George),2447946.5,1.000301347318485,1.56916751174884,59.36587406151146
     C/1989 Y2 (McKenzie-Russell),2447890.5,0.999996489781556,1.975796214980326,160.3362752621124
     C/1990 E1 (Cernis-Kiuchi-Nakamura),2447982.5,1.0,1.068341053813668,48.14243049526325
     C/1990 K1 (Levy),2448193.5,1.000583086635218,0.938737631606041,131.5839768965119
     C/1990 M1 (McNaught-Hughes),2448237.5,1.001289660713232,2.682264352211716,132.7749598546743
     C/1990 N1 (Tsuchiya-Kiuchi),2448160.5,0.9953979037532508,1.092440860850179,143.7834751310391
     C/1991 A2 (Arai),2448277.5,0.9906638424740422,1.434192080577088,70.98028030443429
     C/1991 B1 (Shoemaker-Levy),2448756.5,0.9935757016990748,2.265069092256138,77.28794057014724
     C/1991 C3 (McNaught-Russell),2448431.5,1.002496025303641,4.777706013369888,113.4437623321004
     C/1991 F2 (Helin-Lawrence),2448612.5,1.000421100018706,1.517722704048847,95.45655929643364
