full_name,epoch,e,q,i
     C/1991 L3 (Levy),2448619.5,0.9288584031320763,0.982684342770944,19.19010771073673
     C/1991 L4 (Helin-Alu),2448783.5,1.000178766384214,4.849874884445977,49.29251377736286
     C/1991 Q1 (McNaught-Russell),2448846.5,0.99448867269821,3.193966599922323,90.50620551156364
     C/1991 R1 (McNaught-Russell),2449109.5,0.9998516694306198,6.981917662293495,104.5220918486352
     C/1991 T2 (Shoemaker-Levy),2448691.5,0.9998609384712,0.8362622879634103,113.4967463977567
     C/1991 X2 (Mueller),2448651.5,1.000201387727965,0.1987967233397178,95.57437028926192
     C/1991 Y1 (Zanotta-Brewington),2448631.5,1.000056697563823,0.6439693866566208,50.02822548115083
     C/1992 A1 (Helin-Alu),2448678.5,1.004251691899349,3.016596631696579,39.2710796128736
     C/1992 B1 (Bradfield),2448662.5,0.9999257139602512,0.5001085632978257,20.23782970756512
     C/1992 F1 (Tanaka-Machholz),2448767.5,0.9959770275487873,1.261503396385342,79.29242271015507
     C/1992 J1 (Spacewatch),2449202.5,0.9999734913795164,3.007011030180084,124.3187544758918
     C/1992 J2 (Bradfield),2448761.5,1.0,0.5923200502942444,158.5646251632905
     C/1992 N1 (Machholz),2448812.5,1.004624882362232,0.8193623671792718,57.56797243985144
     C/1992 Q2 (Helin-Lawrence),2449033.5,0.9654182773859064,2.038458110298743,106.848256808327
     C/1992 U1 (Shoemaker),2449043.5,0.9994453252919108,2.313656020435573,65.9855927341999
     C/1992 W1 (Ohshita),2448974.5,0.9930126575513444,0.6648264472393502,115.1378077458037
     C/1993 A1 (Mueller),2449219.5,1.001840877206201,1.937454603926041,124.878071290721
     C/1993 F1 (Mueller),2449220.5,1.005403138253239,5.901065744875744,53.94023541460478
     D/1993 F2-A (Shoemaker-Levy 9),2449480.5,0.2162091669027183,5.380563100306042,6.003293873510072
     D/1993 F2-B (Shoemaker-Levy 9),2449480.5,0.2156198009545105,5.380652431690819,5.990215620935063
     D/1993 F2-C (Shoemaker-Levy 9),2449480.5,0.215168721891631,5.380411441664238,5.981964700243585
     D/1993 F2-D (Shoemaker-Levy 9),2449480.5,0.2147253447713383,5.380369709715205,5.972967602904458
     D/1993 F2-E (Shoemaker-Levy 9),2449480.5,0.2144106471126862,5.380318281076818,5.966629244373592
     D/1993 F2-F (Shoemaker-Levy 9),2449480.5,0.2135848421813627,5.380362427048434,5.948462718631372
     D/1993 F2-G (Shoemaker-Levy 9),2449480.5,0.2128814846925464,5.380112432597461,5.93551371374279
     D/1993 F2-H (Shoemaker-Levy 9),2449480.5,0.2117793239102651,5.379973385128058,5.912868375664429
     D/1993 F2-K (Shoemaker-Levy 9),2449480.5,0.2104254484777917,5.37977493382431,5.885069578947944
     D/1993 F2-L (Shoemaker-Levy 9),2449480.5,0.2093610773818528,5.379631707592801,5.863130922736858
     D/1993 F2-N (Shoemaker-Levy 9),2449480.5,0.2082768876019644,5.379536292617222,5.840457677456903
     D/1993 F2-P1 (Shoemaker-Levy 9),2449480.5,0.2077450692314536,5.379689230205482,5.82928836968581
     D/1993 F2-Q1 (Shoemaker-Levy 9),2449480.5,0.2074042610723228,5.379348277713357,5.822818702804071
     D/1993 F2-R (Shoemaker-Levy 9),2449480.5,0.2065814876159076,5.379231759926299,5.805868258091117
     D/1993 F2-S (Shoemaker-Levy 9),2449480.5,0.2057367846395425,5.379129138573315,5.788483286955185
     D/1993 F2-T (Shoemaker-Levy 9),2449480.5,0.2055040670786311,5.379318622371657,5.783002212012632
     D/1993 F2-U (Shoemaker-Levy 9),2449480.5,0.2051674326466548,5.379140920062496,5.776309723322075
     D/1993 F2-V (Shoemaker-Levy 9),2449480.5,0.204616254273571,5.379046116178567,5.764889818272783
     D/1993 F2-W (Shoemaker-Levy 9),2449480.5,0.2042822622598208,5.378907764694635,5.758369877050352
     D/1993 F2-P2 (Shoemaker-Levy 9),2449480.5,0.2078872998976261,5.37960765223283,5.831257474696042
     D/1993 F2-Q2 (Shoemaker-Levy 9),2449480.5,0.2074533702731237,5.379402982280125,5.823606982143803
     C/1993 K1 (Shoemaker-Levy),2449563.5,1.000113362577726,4.849378425317122,67.76684518056288
     C/1993 Q1 (Mueller),2449288.5,1.000322420292731,0.967250878692655,105.0264998392923
     C/1993 Y1 (McNaught-Russell),2449470.5,0.9935569221319066,0.8676346411697747,51.58646888894948
     C/1994 E1 (Mueller),2449451.5,0.9683518110578636,1.751261378238345,145.1402995966359
     C/1994 E2 (Shoemaker-Levy),2449467.5,0.997305281918325,1.158819190008642,131.2545672734788
     C/1994 G1-A (Takamizawa-Levy),2449717.5,0.9990759700524432,1.359270498355184,132.8727134762547
     C/1994 G1-B (Takamizawa-Levy),2449825.5,1.008805604574996,1.361262498064833,132.968447727777
     C/1994 J2 (Takamizawa),2449701.5,0.996231269619404,1.947739738408806,135.9617914106797
     C/1994 N1 (Nakamura-Nishimura-Machholz),2449574.5,1.000004187674279,1.14013963293908,94.37802413721316
     C/1994 T1 (Machholz),2449682.5,0.999494917340769,1.845392222918178,101.7376001412728
     C/1995 O1 (Hale-Bopp),2459837.5,0.9949810027633206,0.890537663547794,89.28759424740302
     C/1995 Q1 (Bradfield),2450013.5,0.9980256711345538,0.4363869767926454,147.3943011124616
     C/1995 Q2 (Hartley-Drinkwater),2449966.5,0.9664928819109674,1.889143209749869,168.0075125413942
     C/1995 Y1 (Hyakutake),2450137.5,1.000269470509257,1.054617161325053,54.46607179238238
     C/1996 A2 (SOHO),2450097.06,1.0,0.0054,141.76
     C/1996 B1 (Szczepanski),2450137.5,0.990765429434025,1.448787968066914,51.91892697435366
     C/1996 B2 (Hyakutake),2450157.5,0.9998916470450124,0.2302235310262354,124.9220493922234
     C/1996 B3 (SOHO),2450111.1,1.0,0.0069,144.11
     C/1996 B4 (SOHO),2450104.43,1.0,0.005,143.34
     C/1996 B5 (SOHO),2450112.42,1.0,0.005,144.43
     C/1996 D1 (SOHO),2450132.79,1.0,0.0069,143.7
     C/1996 E1 (NEAT),2450220.5,1.000908588123794,1.358954134278129,114.4753782698956
     C/1996 E2 (SOHO),2450153.64,1.0,0.0055,143.84
     C/1996 F2 (SOHO),2450168.1,1.0,0.0051,144.43
     C/1996 H1 (SOHO),2450203.98,1.0,0.0052,144.43
     C/1996 J1-A (Evans-Drinkwater),2450840.5,1.00102832817524,1.297705820957689,22.51637369847596
     C/1996 J1-B (Evans-Drinkwater),2451200.5,1.00059350950148,1.2990844093779,22.5113875986251
     C/1996 L1 (SOHO),2450245.9,1.0,0.005,143.84
     C/1996 L2 (SOHO),2450248.85,1.0,0.0053,143.19
     C/1996 M1 (SOHO),2450253.48,1.0,0.0054,144.5
     C/1996 M2 (SOHO),2450261.6,1.0,0.005,143.42
     C/1996 M3 (SOHO),2450255.65,1.0,0.0065,136.59
     C/1996 N1 (Brewington),2450304.5,1.000564203309467,0.9258214082604732,52.14795009520106
     C/1996 N3 (SOHO),2450268.35,1.0,0.0351,72.12
     C/1996 O1 (SOHO),2450286.68,1.0,0.0061,143.96
     C/1996 O2 (SOHO),2450288.96,1.0,0.0076,146.02
     C/1996 O3 (SOHO),2450290.52,1.0,0.0067,146.22
     C/1996 O4 (SOHO),2450292.77,1.0,0.007,144.43
     C/1996 P2 (Russell-Watson),2450406.5,1.00008353549162,2.005853506743677,29.0831296309875
     C/1996 Q1 (Tabur),2450341.5,0.9986119400862492,0.8398029304982347,73.35563244223592
     C/1996 Q2 (SOHO),2450317.71,1.0,0.0052,144.4
     C/1996 Q3 (SOHO),2450326.43,1.0,0.0051,144.18
     C/1996 R1 (Hergenrother-Spahr),2450354.5,0.98558370470141,1.899198446453346,145.8144427603602
     P/1996 R2 (Lagerkvist),2450364.5,0.3099907820243109,2.60964242199692,2.605341982623154
     C/1996 R3 (Lagerkvist),2450351.5,0.9870343410568396,5.23823656661548,39.20139700412212
     C/1996 R4 (SOHO),2450341.72,1.0,0.0055,144.11
     C/1996 R5 (SOHO),2450330.98,1.0,0.0053,144.3
     C/1996 S3 (SOHO),2450350.12,1.0,0.0059,143.9
     C/1996 V1 (SOHO),2450396.43,1.0,0.0078,141.98
     C/1996 V2 (SOHO),2450399.28,1.0,0.0488,33.41
     C/1996 X1 (SOHO),2450429.69,1.0,0.006,144.01
     C/1996 X2 (SOHO),2450430.39,1.0,0.0054,143.39
     C/1996 X3 (SOHO),2450423.67,1.0,0.0426,14.78
     C/1996 X4 (SOHO),2450423.78,1.0,0.0492,13.7
     C/1996 X5 (SOHO),2450423.83,1.0,0.049,13.78
     C/1996 Y1 (SOHO),2450440.76,1.0,0.0055,144.24
     C/1996 Y2 (SOHO),2450448.16,1.0,0.0056,143.95
     C/1997 A1 (NEAT),2450521.5,1.00212807702585,3.157173321926218,145.0716924869738
     C/1997 B2 (SOHO),2450475.45,1.0,0.007,144.82
     C/1997 B3 (SOHO),2450471.21,1.0,0.0071,145.11
     C/1997 B4 (SOHO),2450470.25,1.0,0.0573,132.78
     C/1997 B5 (SOHO),2450478.01,1.0,0.0512,25.1
     C/1997 B6 (SOHO),2450478.11,1.0,0.0501,24.95
     C/1997 BA6 (Spacewatch),2451665.5,0.9988845729283896,3.43646286538527,72.71704941680038
     C/1997 B7 (SOHO),2450478.15,1.0,0.049,24.78
     C/1997 D1 (Mueller),2450642.5,1.001156661434818,2.247621963252406,141.8896054677941
     C/1997 E2 (SOHO),2450513.47,1.0,0.005,143.38
     C/1997 G2 (Montani),2450655.5,0.9941632505431036,3.08496320203447,69.83549825694868
     C/1997 G3 (SOHO),2450542.94,1.0,0.005,143.18
     C/1997 G4 (SOHO),2450544.29,1.0,0.005,144.08
     C/1997 G5 (SOHO),2450544.67,1.0,0.0049,143.82
     C/1997 G6 (SOHO),2450550.06,1.0,0.005,144.27
     C/1997 G7 (SOHO),2450547.47,1.0,0.0351,70.33
     C/1997 H2 (SOHO),2450571.67,1.0,0.1361,18.32
     C/1997 H3 (SOHO),2450565.2,1.0,0.0083,138.71
     C/1997 H4 (SOHO),2450559.86,1.0,0.0356,73.13
     C/1997 H5 (SOHO),2450567.77,1.0,0.0371,79.18
     C/1997 J1 (Mueller),2450668.5,0.9909911278901312,2.302130868274638,122.968328161198
     C/1997 J2 (Meunier-Dupouy),2450835.5,1.000558290058558,3.051148658144366,91.27339903252413
     C/1997 J3 (SOHO),2450579.25,1.0,0.0085,146.83
     C/1997 J4 (SOHO),2450579.34,1.0,0.0094,138.93
     C/1997 J5 (SOHO),2450571.86,1.0,0.0077,138.67
     C/1997 K1 (SOHO),2450601.08,1.0,0.0058,143.58
     C/1997 K2,2450621.5,1.0,1.544700389346878,127.8581021802522
     C/1997 K3 (SOHO),2450594.85,1.0,0.0077,144.45
     C/1997 K4 (SOHO),2450600.74,1.0,0.0056,142.75
     C/1997 K5 (SOHO),2450589.1,1.0,0.009,137.6
     C/1997 K6 (SOHO),2450600.04,1.0,0.0057,143.19
     C/1997 K7 (SOHO),2450600.74,1.0,0.0089,139.41
     C/1997 L1 (Zhu-Balam),2450682.5,0.997973768285244,4.8995627760222,72.99146132053649
     C/1997 L2 (SOHO),2450610.37,1.0,0.0381,71.69
     C/1997 L3 (SOHO),2450613.33,1.0,0.0082,138.69
     C/1997 L4 (SOHO),2450615.38,1.0,0.0051,143.96
     C/1997 L5 (SOHO),2450612.05,1.0,0.008,146.13
     C/1997 M1 (SOHO),2450630.41,1.0,0.0086,138.64
     C/1997 M3 (SOHO),2450628.44,1.0,0.0056,146.1
     C/1997 M4 (SOHO),2450617.57,1.0,0.0063,145.98
     C/1997 M5 (SOHO),2450619.5,1.0,0.0059,127.42
     C/1997 N1 (Tabur),2450642.5,1.000161684706786,0.3957227625891588,85.96297497437043
     C/1997 N3 (SOHO),2450634.44,1.0,0.0059,142.75
     C/1997 O1 (Tilbrook),2450716.5,0.984235442090833,1.371813783751212,115.8023964122071
     C/1997 O2 (SOHO),2450654.98,1.0,0.0356,71.92
     C/1997 O3 (SOHO),2450662.0,1.0,0.0053,141.45
     C/1997 P1 (SOHO),2450666.32,1.0,0.0055,144.35
     C/1997 P2 (Spacewatch),2450689.5,1.027944846352167,4.262987507598925,14.57908844680142
     C/1997 P3 (SOHO),2450668.93,1.0,0.0067,139.35
     C/1997 P4 (SOHO),2450669.39,1.0,0.0096,145.97
     C/1997 P5 (SOHO),2450669.83,1.0,0.0051,141.36
     C/1997 Q1 (SOHO),2450692.9,1.0,0.0078,144.13
     C/1997 Q2 (SOHO),2450684.62,1.0,0.0048,144.16
     C/1997 R1 (SOHO),2450700.39,1.0,0.0063,144.03
     C/1997 R2 (SOHO),2450707.19,1.0,0.0054,144.01
     C/1997 R3 (SOHO),2450708.53,1.0,0.0054,144.45
     C/1997 S1 (SOHO),2450722.33,1.0,0.0074,144.01
     C/1997 S2 (SOHO),2450717.95,1.0,0.0078,143.81
     C/1997 S3 (SOHO),2450716.25,1.0,0.0053,146.05
     C/1997 S4 (SOHO),2450720.84,1.0,0.026,154.63
     C/1997 S5 (SOHO),2450711.72,1.0,0.0058,143.79
     C/1997 T1 (Utsunomiya),2450772.5,0.9985197431035612,1.359108788125658,127.9926376573183
     C/1997 T2 (SOHO),2450725.82,1.0,0.0044,144.58
     C/1997 T4 (SOHO),2450728.39,1.0,0.0058,144.63
     C/1997 T5 (SOHO),2450729.49,1.0,0.0051,143.67
     C/1997 T6 (SOHO),2450723.8,1.0,0.005,144.4
     C/1997 T7 (SOHO),2450730.16,1.0,0.0051,144.64
     C/1997 T8 (SOHO),2450730.54,1.0,0.0052,142.27
     C/1997 U1 (SOHO),2450750.55,1.0,0.0052,130.65
     C/1997 U2 (SOHO),2450739.03,1.0,0.0051,143.79
     C/1997 U3 (SOHO),2450742.1,1.0,0.0052,144.43
     C/1997 U4 (SOHO),2450743.79,1.0,0.005,145.62
     C/1997 U5 (SOHO),2450748.7,1.0,0.0051,142.93
     C/1997 U6 (SOHO),2450748.71,1.0,0.0051,143.65
     C/1997 U7 (SOHO),2450749.52,1.0,0.0051,144.23
     C/1997 U8 (SOHO),2450741.48,1.0,0.031,71.91
     C/1997 U9 (SOHO),2450744.68,1.0,0.0402,77.41
     C/1997 V2 (SOHO),2450762.06,1.0,0.0067,143.89
     C/1997 V3 (SOHO),2450754.7,1.0,0.0075,136.47
     C/1997 V4 (SOHO),2450756.44,1.0,0.005,144.1
     C/1997 V5 (SOHO),2450761.4,1.0,0.0085,138.34
     C/1997 V6 (SOHO),2450761.73,1.0,0.0054,144.37
     C/1997 V7 (SOHO),2450755.82,1.0,0.0216,137.4
     C/1997 V8 (SOHO),2450759.58,1.0,0.008,134.4
     C/1997 V9 (SOHO),2450766.56,1.0,0.0611,93.76
     C/1997 W1 (SOHO),2450775.93,1.0,0.0055,144.52
     C/1997 W2 (SOHO),2450772.55,1.0,0.005,142.35
     C/1997 W3 (SOHO),2450777.72,1.0,0.0073,138.77
     C/1997 X1 (SOHO),2450785.46,1.0,0.0051,143.91
     C/1997 X3 (SOHO),2450785.9,1.0,0.0055,144.57
     C/1997 X4 (SOHO),2450785.97,1.0,0.0054,142.93
     C/1997 X5 (SOHO),2450789.24,1.0,0.0058,145.46
     C/1997 X6 (SOHO),2450793.27,1.0,0.0066,146.21
     C/1997 X7 (SOHO),2450798.05,1.0,0.0346,72.62
     C/1997 Y1 (SOHO),2450803.7,1.0,0.0054,141.83
     C/1997 Y2 (SOHO),2450804.22,1.0,0.0054,143.32
     C/1997 Y3 (SOHO),2450805.71,1.0,0.0066,146.84
     C/1998 A1 (SOHO),2450826.76,1.0,0.0054,144.12
     C/1998 A2 (SOHO),2450817.24,1.0,0.041,27.93
     C/1998 A3 (SOHO),2450822.8,1.0,0.0419,27.35
     C/1998 A4 (SOHO),2450824.29,1.0,0.0431,26.87
     C/1998 B2 (SOHO),2450839.65,1.0,0.0049,142.62
     C/1998 E1 (SOHO),2450876.19,1.0,0.0053,142.71
     C/1998 F1 (SOHO),2450894.93,1.0,0.0095,138.61
     C/1998 F2 (SOHO),2450900.69,1.0,0.005,146.06
     C/1998 G1 (LINEAR),2450924.5,0.8236926083121225,2.133378612279255,109.7147269708957
     C/1998 G2 (SOHO),2450905.92,1.0,0.0049,146.08
     C/1998 G3 (SOHO),2450915.89,1.0,0.0354,53.86
     C/1998 G4 (SOHO),2450914.96,1.0,0.0092,139.59
     C/1998 G5 (SOHO),2450910.22,1.0,0.005,144.4
     C/1998 G6 (SOHO),2450910.65,1.0,0.0053,144.82
     C/1998 G7 (SOHO),2450911.39,1.0,0.0079,143.52
     C/1998 G8 (SOHO),2450913.48,1.0,0.005,144.96
     C/1998 G9 (SOHO),2450915.54,1.0,0.037,84.26
     C/1998 H1 (Stonehouse),2450946.5,0.99794040997194,1.487290817566675,104.6929600884632
     C/1998 H2 (SOHO),2450934.28,1.0,0.0067,143.75
     C/1998 H3 (SOHO),2450930.37,1.0,0.0054,144.16
     C/1998 H4 (SOHO),2450931.82,1.0,0.005,143.82
     C/1998 H5 (SOHO),2450924.08,1.0,0.0049,143.95
     C/1998 H6 (SOHO),2450924.11,1.0,0.005,142.82
     C/1998 J1 (SOHO),2450973.5,1.000172171663882,0.1532143985132998,62.93183004478351
     C/1998 J2 (SOHO),2450945.18,1.0,0.0055,144.66
     C/1998 J3 (SOHO),2450938.57,1.0,0.0058,143.3
     C/1998 J4 (SOHO),2450940.15,1.0,0.0049,145.25
     C/1998 J5 (SOHO),2450946.08,1.0,0.0052,145.65
     C/1998 K1 (Mueller),2450969.5,0.9451516225859492,3.416609965717887,35.63603485358318
     C/1998 K2 (LINEAR),2451087.5,0.9992762893002576,2.323478268198635,64.45667524465281
     C/1998 K3 (LINEAR),2450969.5,0.9979819977301114,3.546314429598131,160.2056072131957
     C/1998 K5 (LINEAR),2451021.5,0.9866912757228472,0.963546983714058,9.927136988567042
     C/1998 K7 (SOHO),2450951.15,1.0,0.0058,144.18
     C/1998 K8 (SOHO),2450953.72,1.0,0.0064,143.22
     C/1998 K9 (SOHO),2450962.57,1.0,0.0056,144.55
     C/1998 K10 (SOHO),2450966.38,1.0,0.0058,143.96
     C/1998 K11 (SOHO),2450966.56,1.0,0.005,144.49
     C/1998 K12 (SOHO),2450954.9,1.0,0.0063,141.26
     C/1998 K13 (SOHO),2450955.73,1.0,0.009,146.44
     C/1998 K14 (SOHO),2450960.33,1.0,0.0051,143.91
     C/1998 K15 (SOHO),2450962.61,1.0,0.0078,143.85
     C/1998 K16 (SOHO),2450963.31,1.0,0.0058,140.86
     C/1998 K17 (SOHO),2450965.05,1.0,0.0087,140.04
     C/1998 L1 (SOHO),2450975.99,1.0,0.0075,133.45
     C/1998 L2 (SOHO),2450968.51,1.0,0.0052,139.09
     C/1998 L3 (SOHO),2450969.04,1.0,0.005,143.11
     C/1998 L4 (SOHO),2450969.92,1.0,0.0052,144.71
     C/1998 L5 (SOHO),2450970.37,1.0,0.0055,145.89
     C/1998 L6 (SOHO),2450970.78,1.0,0.0057,143.65
     C/1998 L7 (SOHO),2450971.46,1.0,0.0084,132.5
     C/1998 L8 (SOHO),2450973.26,1.0,0.0071,144.44
     C/1998 L9 (SOHO),2450977.19,1.0,0.0048,143.95
     C/1998 L10 (SOHO),2450967.23,1.0,0.0079,139.5
     C/1998 M1 (LINEAR),2451077.5,0.9927657771755544,3.118124364788787,20.38456410965324
     C/1998 M2 (LINEAR),2451043.5,0.9977564405921836,2.725332779603543,60.18231357842177
     C/1998 M3 (Larsen),2451054.5,1.002293802409129,5.76823158140287,113.4228968574624
     C/1998 M4 (LINEAR),2450997.5,0.9973867690204228,2.600017417660438,154.5710965247214
     C/1998 M5 (LINEAR),2451144.5,0.9960246572623186,1.742289098389161,82.22888238983614
     C/1998 M6 (Montani),2451026.5,0.998879495913132,5.978629682102896,91.53998769919905
     C/1998 M7 (SOHO),2450981.73,1.0,0.0054,144.54
     C/1998 M8 (SOHO),2450984.34,1.0,0.0055,146.26
     C/1998 M9 (SOHO),2450986.58,1.0,0.0061,147.31
     C/1998 M10 (SOHO),2450988.54,1.0,0.0064,144.24
     C/1998 P1 (Williams),2451162.5,0.9993594130639354,1.146153915263378,145.7285193610125
     C/1998 Q1 (LINEAR),2451063.5,0.9955953964298248,1.577876895676178,32.30581132638599
     C/1998 T1 (LINEAR),2451303.5,0.9991140852305892,1.46772774078811,170.159948252212
     C/1998 T2 (SOHO),2451102.07,1.0,0.0049,144.22
     C/1998 U1 (LINEAR),2451129.5,1.000438480606483,3.975444688770558,156.4285052793357
     C/1998 U5 (LINEAR),2451148.5,0.9879794331880046,1.236452925017131,131.7647501490547
     C/1998 U6 (SOHO),2451116.16,1.0,0.0054,143.74
     C/1998 U7 (SOHO),2451114.17,1.0,0.0067,131.34
     C/1998 V1 (SOHO),2451122.42,1.0,0.0049,143.89
     C/1998 V2 (SOHO),2451125.18,1.0,0.0053,144.73
     C/1998 V3 (SOHO),2451125.21,1.0,0.0055,147.39
     C/1998 V4 (SOHO),2451127.03,1.0,0.005,144.64
     C/1998 V5 (SOHO),2451120.47,1.0,0.0067,143.04
     C/1998 V6 (SOHO),2451120.51,1.0,0.0079,148.56
     C/1998 V7 (SOHO),2451125.06,1.0,0.0048,145.2
     C/1998 V8 (SOHO),2451120.91,1.0,0.0363,72.01
     C/1998 V9 (SOHO),2451126.14,1.0,0.0072,144.9
     P/1998 VS24 (LINEAR),2451149.5,0.2439308650441009,3.40541202215339,5.030990985453479
     C/1998 W3 (LINEAR),2451228.5,1.000899592420905,4.914591729110549,129.1868772943146
     C/1998 W4 (SOHO),2451142.09,1.0,0.0057,145.14
     C/1998 W5 (SOHO),2451142.69,1.0,0.0082,142.26
     C/1998 W6 (SOHO),2451143.5,1.0,0.0064,143.37
     C/1998 W7 (SOHO),2451145.75,1.0,0.0362,72.12
     C/1998 W8 (SOHO),2451147.93,1.0,0.0052,144.11
     C/1998 X3 (SOHO),2451153.46,1.0,0.0053,147.15
     C/1998 X4 (SOHO),2451155.76,1.0,0.0057,142.65
     C/1998 X5 (SOHO),2451157.08,1.0,0.0057,144.99
     C/1998 X6 (SOHO),2451157.6,1.0,0.006,145.03
     C/1998 X7 (SOHO),2451157.81,1.0,0.0058,143.98
     C/1998 X8 (SOHO),2451159.85,1.0,0.0055,142.86
     C/1998 X9 (SOHO),2451162.14,1.0,0.0053,144.96
     C/1998 X10 (SOHO),2451162.15,1.0,0.005,145.56
     C/1998 X11 (SOHO),2451156.69,1.0,0.0049,140.9
     C/1998 X12 (SOHO),2451154.91,1.0,0.0048,144.89
     C/1998 Y1 (LINEAR),2451191.5,0.9238993762408438,1.746989621377203,28.10815562674253
     C/1999 A1 (Tilbrook),2451198.5,0.9958948892732364,0.7307413961376154,89.4817884541915
     C/1999 C1 (SOHO),2451217.37,1.0,0.0062,144.81
     C/1999 C2 (SOHO),2451216.24,1.0,0.0068,144.16
     C/1999 E1 (Li),2451434.5,0.7601059555951749,3.920026178090202,46.88123230278046
     C/1999 E2 (SOHO),2451241.22,1.0,0.0051,145.42
     C/1999 F1 (Catalina),2452054.5,0.9991295234393676,5.787018611359847,92.03538807790534
     C/1999 F2 (Dalcanton),2451450.5,0.9982110454122528,4.71807801068003,56.42740994860667
     C/1999 F3 (SOHO),2451254.88,1.0,0.0363,73.31
     C/1999 G1 (LINEAR),2451280.5,0.8567729326684609,4.048556287902865,76.56819680473664
     C/1999 G2 (SOHO),2451282.23,1.0,0.0049,145.01
     C/1999 G3 (SOHO),2451270.91,1.0,0.0092,144.09
     C/1999 G4 (SOHO),2451272.36,1.0,0.0073,145.06
